cast,director,genre,imdb_id,movie,movie_title,publication_date,rating
Yoel Krause,לינה (לנה) צ'פלין,Documentary,tt1635475,http://www.wikidata.org/entity/Q49964146,"יואל, ישראל והפשקווילים",2006-01-01T00:00:00Z,6.5
"Irit Alter, Reuven Dayan, Dalia Friedland, Yitzhak Havis, Tova Katzav",George Obadiah,Drama,tt0147738,http://www.wikidata.org/entity/Q53651700,יום הדין,1974-01-01T00:00:00Z,
"חנה מרון, משה איבגי, ג'וליאנו מר, קרן מור, נטלי עטיה, יוסף אבו ורדה, גסאן עבאס, דלית קהן, שמואל קלדרון",עמוס גיתאי,"Comedy, Drama",tt0162050,http://www.wikidata.org/entity/Q3572508,יום יום,1998-01-01T00:00:00Z,5.9
"David Perlov, Mira Perlov, Yael Perlov, Neomi Perlov, Klaus Kinski",דוד פרלוב,סרט תיעודי,tt0179546,http://www.wikidata.org/entity/Q28921883,יומן,1983-06-11T00:00:00Z,8.2
Amos Gitai,Amos Gitai,Documentary,tt0149393,http://www.wikidata.org/entity/Q52837136,יומן שדה,1982-01-01T00:00:00Z,7.3
"Naomi Levov, Shalom Michaelshwilli, Itamar Rotschild, Michael Moshonov, Tom Hagi",ניר ברגמן,Biography,tt2315388,http://www.wikidata.org/entity/Q18170701,יונה,2014-01-01T00:00:00Z,6.6
"יהודה לוי, אוהד קנולר, אסי כהן, חני פירסטנברג, חנן סביון, איה קורן, יובל סמו",איתן פוקס,"סרט דרמה, סרט מלחמה, סרט רומנטי, סרט להטב""י",tt0334754,http://www.wikidata.org/entity/Q1480806,יוסי וג'אגר,2002-01-01T00:00:00Z,7.2
"Aliza Abargil, Avigail Ariely, Tzvika Korman, Eyal Nahmias, Dov Navon",Tal Ron,Drama,tt0149394,http://www.wikidata.org/entity/Q52843206,"יוסלה, איך זה קרה?",1989-01-01T00:00:00Z,
"Naftali Alter, Gabi Amrani, Mordechai Ben-Ze'ev, Baruch David, Yona Elian",אסי דיין,"Comedy, Romance",tt0074192,http://www.wikidata.org/entity/Q6633745,יופי של צרות!,1975-12-31T22:00:00Z,6.5
"צחי נוי, יפתח קצור, יהונתן סגל, דבורה קידר, דפנה ארמוני",בועז דוידזון,סרט קומדיה,tt0079218,http://www.wikidata.org/entity/Q1003092,יוצאים קבוע,1979-05-31T00:00:00Z,5.7
"שרה (זמרת), שלום שמואלוב, רוני הדר, פיני טבגר, גיא לואל",יוני זיכהולץ,"Drama, Music, Romance",tt2318773,http://www.wikidata.org/entity/Q7064352,יותר איטי מלב,2012-01-01T00:00:00Z,6.2
"Yafit Asulin, Tzion Baruch, Meytal Gal, Guy Gurevich, Evelin Hagoel",Roee Florentin,"Comedy, Romance",tt5680160,http://www.wikidata.org/entity/Q52837155,ילד טוב ירושלים,2016-01-01T00:00:00Z,6.9
"Hagit Bracha, Machlouf Elbaz, Ofer Gabai, Adi Goren, Ossi Hillel",Igal Peeri,Drama,tt0147732,http://www.wikidata.org/entity/Q52837159,ילדי המדרגות,1984-01-01T00:00:00Z,
"Noa Maiman, Aki Avni, Yafit Shalev, Iftach Ophir, Danny Leshman",איתן גפני,"סרט אימה, קולנוע ישראלי",tt4177080,http://www.wikidata.org/entity/Q52837161,ילדי הסתיו,2017-01-01T00:00:00Z,7.3
,Ran Tal,סרט תיעודי,tt1093814,http://www.wikidata.org/entity/Q5098579,ילדי השמש,2007-01-01T00:00:00Z,7.7
"Aharon Almog, Ezra Dagan, Rahel Dobson, Doron Golan, Yossi Kantz",נדב לויתן,"Biography, Drama",tt0144021,http://www.wikidata.org/entity/Q7597241,ילדי סטלין,1986-01-01T00:00:00Z,7.4
"Anat Klausner, Sandra Sade, Uli Sternberg, Pini Tavger, Maor Cohen",דני לרנר,"Drama, Mystery, Thriller",tt0756359,http://www.wikidata.org/entity/Q12408133,ימים קפואים,2006-08-23T21:00:00Z,6.9
"צחי נוי, יוסף שילוח, מורן אטיאס, נטלי עטיה, מאיה בוסקילה, עמוס לביא, דני שגב, רן בכור, ניר לוי",מנחם גולן,"סרט דרמה, סרט מוזיקלי",tt0482025,http://www.wikidata.org/entity/Q6824339,ימים של אהבה,2005-01-01T00:00:00Z,2.6
"Sacha Baron Cohen, Noa Ben-Artzi, Leah Rabin, Yitzhak Rabin, Iris Arie",Dan Katzir,"Drama, Romance, Documentary",tt0144024,http://www.wikidata.org/entity/Q52950686,"יצאתי לחפש אהבה, תכף אשוב...",1997-01-01T00:00:00Z,7.5
"Gefen Barkai, Gil Cohen, Shani Dubinchik, Abraham Horowitz, Shir Klipper",Dorit Hakim,Drama,tt4983630,http://www.wikidata.org/entity/Q52837164,ירח בבית 12,2015-01-01T00:00:00Z,6.1
,Michal Aviad,Documentary,tt0115013,http://www.wikidata.org/entity/Q52837165,ירית פעם במישהו?,1995-01-01T00:00:00Z,
"אביב אלוש, אוולין הגואל, אורנה בנאי",Emil Ben-Shimon,"Comedy, Drama",tt5974460,http://www.wikidata.org/entity/Q27048904,ישמח חתני,2016-09-10T00:00:00Z,6.6
"Itzik Albeck, Boaz Davidson, Uri Gross, Tzvi Shissel, Ophelia Shtruhl",Tzvi Shissel,Comedy,tt0077757,http://www.wikidata.org/entity/Q52837166,ישראלים מצחיקים,1978-01-01T00:00:00Z,4.6
"Moran Atias, Nataly Attiya, Icho Avital, Axelle Azoulay, Shmil Ben Ari",Haim Bouzaglo,"Crime, Drama, Thriller",tt0887751,http://www.wikidata.org/entity/Q52837168,כבוד,2009-01-01T00:00:00Z,5.6
יהורם גאון,יקי יושע,סרט דרמה,tt0125824,http://www.wikidata.org/entity/Q5245174,כביש ללא מוצא,1982-01-01T00:00:00Z,5.8
"Arik Einstein, Moni Moshonov, Shlomo Bar-Aba, Keren Mor, Tzvi Shissel",צבי שיסל,Comedy,tt0104654,http://www.wikidata.org/entity/Q6793193,כבלים,1992-01-01T00:00:00Z,7.3
"Noam Kaniel, Asher Tzarfati, Joseph Shiloach, Arieh Elias, Genia Fontaine",Akiva Barkin,"Drama, Music",tt0151236,http://www.wikidata.org/entity/Q52837424,כוכב השחר,1980-01-01T00:00:00Z,6.4
"Irit Alter, Ron Appleberg, Liat Farris, Hanan Goldblatt, Alona Kimhi",Naftali Alter,Drama,tt0143345,http://www.wikidata.org/entity/Q52843210,כח משיכה,1989-01-01T00:00:00Z,
"בר רפאלי, תומר סיסלי, לאונל אובלנסקי, ששון גבאי, היפוליט גיררדו, ישראל קטורזה, קווין אדמס, סלים דאו, שרדי ג'בארין, אלודי השם, ירון לונדון, עמי סמולרצ'יק, עמוס תמם, חיים זנאתי, לירון לבו, שי אביבי, לימור גולדשטיין, מנשה נוי, שמרית לוסטיג, פולי רשף",Emmanuel Naccache,"Action, Comedy",tt2991008,http://www.wikidata.org/entity/Q16864749,כידון,2013-01-01T00:00:00Z,5
"מוחמד בכרי, אורי קלאוזנר, שרון רג'יניאנו, יונה אליאן, ניר לוי, שלומי סרנגה, איילת זורר, אורי גבריאל, יוסף שילוח",בני תורתי,Drama,tt0246730,http://www.wikidata.org/entity/Q7214216,כיכר החלומות,2001-01-01T00:00:00Z,6.8
"ג'וליאנו מר, גידי גוב, אורי קלאוזנר, גיא עמיר, לי את גליק, לירון לבו, יורם חטב",עמוס גיתאי,סרט דרמה,tt0218379,http://www.wikidata.org/entity/Q2640672,כיפור,2000-01-01T00:00:00Z,6.4
"Alon Aboutboul, Dorit Adi, Dalia Beger, Dov Navon, Ray Rosenfeld",Yohanan Weller,Drama,tt0143347,http://www.wikidata.org/entity/Q52843209,כל אהבותיי,1986-01-01T00:00:00Z,
יהורם גאון,אורי זוהר,סרט דרמה,tt0062947,http://www.wikidata.org/entity/Q5417437,כל ממזר מלך,1968-01-01T00:00:00Z,6.8
"Yigal Adika, Shmil Ben Ari, Hanan Goldblatt, Rami Heuberger, Shaul Mizrahi","Orna Raviv, Yohanan Raviv",Comedy,tt0116786,http://www.wikidata.org/entity/Q52837141,כלבים לא נובחים בירוק,1996-01-01T00:00:00Z,7
"ליאור אשכנזי, יעל גרובגלס","אהרון קשלס, נבות פפושדו",סרט אימה,tt1754000,http://www.wikidata.org/entity/Q7047266,כלבת,2010-01-01T00:00:00Z,5.9
"רונית אלקבץ, דאנה איבגי, מוני מושונוב, חוסיין יאסין מהז'ן, מחמוד שלבי, עירית נתן בנדק, מוריס כהן (שחקן), רועי אסף",קרן ידעיה,סרט דרמה,tt1406160,http://www.wikidata.org/entity/Q820754,כלת הים,2009-01-01T00:00:00Z,6.9
"Corinne Alal, Noel Berkovich, Idan Braun, Omer Dror, Liat Ekta",Marco Carmel,"Comedy, Drama, Family, Music, Romance",tt7059806,http://www.wikidata.org/entity/Q31197998,כמעט מפורסמת,2017-06-21T21:00:00Z,4.2
"מאיה מרון, אורלי זילברשץ, דאנה איבגי, מוקי, ולדימיר פרידמן, דניאל מגון, אליענה מגון",ניר ברגמן,סרט דרמה,tt0317842,http://www.wikidata.org/entity/Q925879,כנפיים שבורות,2002-01-01T00:00:00Z,7.5
"Sharon Hacohen, Ezra Kafri, Antonio Marsina, Amnon Meskin, Dan Muggia","Rafi Adar, Ami Amir",Drama,tt0093097,http://www.wikidata.org/entity/Q52837143,כפפות,1986-01-01T00:00:00Z,
"יוסף שילוח, יהודה ברקן",מנחם גולן,Drama,tt0142428,http://www.wikidata.org/entity/Q6601662,כץ וקרסו,1971-01-01T00:00:00Z,6.9
"Sharon Alexander, Nitzan Bartana, Si Heiman, Smadar Kilchinsky, Tanya Sobolev",Tzipi Trope,Drama,tt0161436,http://www.wikidata.org/entity/Q49955676,כרוניקה של אהבה,1999-01-01T00:00:00Z,
אליה סולימאן,אליה סולימאן,Drama,tt0115895,http://www.wikidata.org/entity/Q2966751,כרוניקה של היעלמות,1996-01-01T00:00:00Z,7.1
"Ya'akov Alperin, Ya'ackov Bodo, Rahel Dayan, Carol Feldman, Irit Me'iri",Alfred Steinhardt,"Comedy, Drama",tt0142423,http://www.wikidata.org/entity/Q52950681,כשנותנים - קח!,1982-01-01T00:00:00Z,
"Dalia Shimko, Maya Maron, Avi Kleinberger",Isaac Zepel Yeshurun,Drama,tt0380708,http://www.wikidata.org/entity/Q3835755,לא בת 17,2003-01-01T00:00:00Z,5.3
"Nony Geffen, Romi Aboulafia, Yaara Pelzig, Tal Friedman, Anat Atzmon",נוני גפן,סרט דרמה,tt2176378,http://www.wikidata.org/entity/Q7049136,לא בתל אביב,2012-01-01T00:00:00Z,6
אבי גרייניק,איתן גרין,סרט דרמה,tt0118220,http://www.wikidata.org/entity/Q6621950,זולגות הדמעות מעצמן,1996-01-01T00:00:00Z,7.2
"Romi Aboulafia, Shlomo Bar-Aba, Albert Iluz, Mali Levi, Yossi Marshek",Oren Shtern,Comedy,tt3919692,http://www.wikidata.org/entity/Q18191777,זינוק בעלייה,2014-01-01T00:00:00Z,6.9
"עמוס גיתאי, מנחם גולן, ריקי גל, אסי דיין, ליא קניג, עזריה רפופורט, שרון הכהן-בר, מיכל זוארץ, שמואל קלדרון",עמוס גיתאי,Drama,tt0135715,http://www.wikidata.org/entity/Q3025379,זכרון דברים,1995-01-01T00:00:00Z,5.4
"Assi Dayan, David Danino, Rivka Michaeli, Yair Rubin, Tinkerbell",Yigal Bursztyn,Drama,tt0293720,http://www.wikidata.org/entity/Q52837209,זמזום,2003-01-01T00:00:00Z,7.3
"Rami Danon, Assi Dayan, Levana Finkelstein, Hanna Maron, Neta Moran",Uri Barbash,Drama,tt0102763,http://www.wikidata.org/entity/Q52837210,זמן אמת,1991-01-01T00:00:00Z,7.9
"Hanna Azoulay Hasfari, Sigal Cohen, Rona Fried, Tuvia Gelber, Rafi Litmanovitz",Avi Nesher,"Drama, History",tt0149396,http://www.wikidata.org/entity/Q52837212,זעם ותהילה,1984-01-01T00:00:00Z,7.5
"Avinu Berro, Dani Berro, Meir Deseh, Kfir Levy, Tavor Mansour",,Drama,tt1758849,http://www.wikidata.org/entity/Q52837213,זרובבל,2008-01-01T00:00:00Z,
"לובנה אזאבל, לירון לבו, עבדאללה אל-עקל",ארז תדמור,"Drama, Romance",tt1064215,http://www.wikidata.org/entity/Q7621580,זרים,2007-06-08T00:00:00Z,6.9
"Gila Almagor, Yossi Banai, Natan Cogan, Shoshana Duer, Illi Gorlitzky",Zeev Havatzelet,Comedy,tt0057132,http://www.wikidata.org/entity/Q52837215,חבורה שכזאת,1963-01-01T00:00:00Z,6.8
"זאב רווח, יהודה ברקן",בועז דוידזון,Comedy,tt0152492,http://www.wikidata.org/entity/Q2911381,חגיגה בסנוקר,1975-01-01T00:00:00Z,7.4
יוסף שילוח,אסי דיין,"Comedy, Drama",tt0072110,http://www.wikidata.org/entity/Q16131803,חגיגה לעיניים,1975-01-01T00:00:00Z,7.8
אסיה נייפלד,שרון בר-זיו,סרט דרמה,tt2205501,http://www.wikidata.org/entity/Q15055016,חדר 514,2012-01-01T00:00:00Z,6.5
"Aryeh Cherner, Osnat Fishman, Yiftach Kaminer, Jameel Khoury, Yuval Segal",Eitan Green,Drama,tt5991264,http://www.wikidata.org/entity/Q52837217,חדרי הבית,2016-01-01T00:00:00Z,6.8
"Benny Avni, Orit Cher, Nir Levy, Guy Loel, Yoram Sachs",אילן הייטנר,Comedy,tt0342535,http://www.wikidata.org/entity/Q8027430,חוכמת הבייגלה,2002-01-01T00:00:00Z,6.1
"משה איבגי, אורי גבריאל, דן וולמן, אביגיל אריאלי, חיים בנאי, נסים זוהר, ראובן דיין, חנה אזולאי-הספרי, שמיל בן ארי, אברהם סלקטר, אלברט אילוז, מנשה נוי",שבי גביזון,"סרט דרמה, דרמה קומית",tt0112665,http://www.wikidata.org/entity/Q6935165,חולה אהבה בשיכון ג',1995-01-01T00:00:00Z,6.8
דליה לביא,רפאל נוסבאום,סרט פעולה,tt0053676,http://www.wikidata.org/entity/Q19275767,חולות לוהטים,1960-01-01T00:00:00Z,5.3
"Lionel Abelanski, Gilles Ben-David, Lucy Dubinchik, Roni Hadar, Emmanuel Halpérin","Stéphane Bélaïsch, Emmanuel Naccache",Comedy,tt0929285,http://www.wikidata.org/entity/Q52837218,חומר למחשבה,2007-01-01T00:00:00Z,6.4
"אסי דיין, שרון הכהן-בר",David Volach,סרט דרמה,tt1002765,http://www.wikidata.org/entity/Q3331165,חופשת קיץ,2007-01-01T00:00:00Z,6.8
"שייקה אופיר, אורי זוהר, אריק לביא, אברהם הפנר",אורי זוהר,Comedy,tt0058206,http://www.wikidata.org/entity/Q5880022,חור בלבנה,1964-01-01T00:00:00Z,6.5
"מכרם ח'ורי, טונגצ’ל קורטיז, טארק קופטי, רמי דנון",שמעון דותן,Drama,tt0091210,http://www.wikidata.org/entity/Q7448285,חיוך הגדי,1986-01-01T00:00:00Z,6.8
"יוסף כרמון, אוולין קפלון, רבקה גור, שירי גולן, ירון ברובינסקי, שי אביבי, איתי תורג'מן, יהונתן מגון, אפרת בן צור, רותם קינן, ויטלי פרידלנד, גרא סנדלר, אפרת אביב, הנותנת",עמיר מנור,סרט דרמה,tt2197566,http://www.wikidata.org/entity/Q6974171,חיותה וברל,2012-01-01T00:00:00Z,7.2
"צרויה שלו, Rade Šerbedžija, טובה פלדשו, קלרה ח'ורי, אסי דיין, Caroline Silhol, נטע גרטי, סטפן זינגר, נתן נתנזון, נולי עומר, ישי גולן, צחי כהן, אריה מוסקונה, שלומית מנדל, ליאת ביין",מריה שראדר,"סרט דרמה, סרט מבוסס ספרות",tt0443570,http://www.wikidata.org/entity/Q827774,חיי אהבה,2007-10-23T00:00:00Z,6
"Yehuda Barkan, Caroline Langford, Devora Bakon, Uri Gross, Aryeh Moskona","Yehuda Barkan, Yigal Shilon",Comedy,tt0133844,http://www.wikidata.org/entity/Q52843212,"חייך, אכלת אותה",1980-01-01T00:00:00Z,4.2
"Yehuda Efroni, Iris Kanner, Yftach Katzur, Hillel Ne'eman, Sari Raz",Dan Wolman,Drama,tt0128562,http://www.wikidata.org/entity/Q52837427,חייל הלילה,1984-01-01T00:00:00Z,5.4
"Yaël Abecassis, Rivka Gur, Moshe Ivgy, Mickey Leon, Rivka Michaeli",מיכל בת-אדם,Drama,tt0382072,http://www.wikidata.org/entity/Q30602006,חיים זה חיים,2003-08-30T00:00:00Z,5.1
"Icho Avital, Shay Capon, Amiram Gabriel, Avi Gilor, Yossi Graber",Amos Guttman,Drama,tt0093192,http://www.wikidata.org/entity/Q52837429,חימו מלך ירושלים,1987-01-01T00:00:00Z,7
"Miri Aloni, Margalit Ankory, Tikva Aziz, Ya'ackov Banai, Yossi Banai",Joel Silberg,"Drama, Comedy",tt0133829,http://www.wikidata.org/entity/Q52837430,חכם גמליאל,1973-01-01T00:00:00Z,5.3
"Lana Ettinger, Yonatan Hashiloni, Amitai Kedar, Menashe Noy, Helena Yaralova",Eitan Green,Drama,tt0380414,http://www.wikidata.org/entity/Q52837432,חלומו של הנרי,2003-01-01T00:00:00Z,7.7
"Franco Giornelli, Assi Dayan, Luigi Casellato, Carlo De Mejo, Luciano Catenacci",Maurizio Lucidi,"Action, Drama, War",tt0133838,http://www.wikidata.org/entity/Q17391680,חמישה ימים בסיני,1969-01-01T00:00:00Z,4.8
שלמה תרשיש,דניאל וקסמן,סרט דרמה,tt0084047,http://www.wikidata.org/entity/Q16257499,חמסין,1982-01-01T00:00:00Z,6.5
"Alon Aboutboul, Sharon Alexander, Dvir Benedek, Rinan Haim, Adam Horowitz",Itai Lev,"Crime, Drama",tt0482218,http://www.wikidata.org/entity/Q52837433,חמש דקות בהליכה,2001-01-01T00:00:00Z,7
"גדעון זינגר, זהרירה חריפאי, יוני חן, מנחם עיני, מתי סרי, רחל אטאס, גילת אנקורי, דליק ווליניץ, יעקב בודו, שולה חן",שמואל אימברמן,"Comedy, Musical",tt0080834,http://www.wikidata.org/entity/Q12407545,חמש חמש,1980-01-01T00:00:00Z,6.9
"Mosko Alkalai, Rachel Baharav, Gavri Banai, Rolf Brin, Jacques Cohen",Shaike Ophir,Drama,tt0133837,http://www.wikidata.org/entity/Q6587036,חמש מאות אלף שחור,1976-12-31T22:00:00Z,6.4
"Emad Burnat, Soraya Burnat, Mohammed Burnat, Yasin Burnat, Taky-Adin Burnat","עימאד בורנאט, גיא דוידי",סרט תיעודי,tt2125423,http://www.wikidata.org/entity/Q2902340,חמש מצלמות שבורות,2011-11-23T00:00:00Z,8
"ולדימיר פרידמן, מיכאל ורשביאק, דורית לב ארי, יורם טולדנו, דרור קרן, הלנה ירלובה",לאון פרודובסקי,Drama,tt1345469,http://www.wikidata.org/entity/Q2896821,חמש שעות מפריז,2009-01-01T00:00:00Z,7.1
"Sharon Alexander, Aki Avni, Dvora Bartonov, Ishai Golan, Gal Hoyberger",עמוס גוטמן,"סרט דרמה, סרט להטב""י",tt0104414,http://www.wikidata.org/entity/Q2908724,חסד מופלא,1992-01-01T00:00:00Z,6.2
שלמה ארצי,יואל זילברג,"Adventure, Drama, Family",tt0067187,http://www.wikidata.org/entity/Q16133124,חסמבה ונערי ההפקר,1971-01-01T00:00:00Z,6.3
"טוביה דובלרו, סמדר קילצ'ינסקי, דודו ניב, ספי ריבלין",Hillel Damron,"Adventure, Family",tt0832516,http://www.wikidata.org/entity/Q6603968,חסמבה ושודדי הסוסים,1985-01-01T00:00:00Z,4.7
"Alexander Senderovich, Khawlah Hag-Debsy, Raida Adon, Salwa Nakkara, Yitzhak Ne'eman","Lena Chaplin, Slava Chaplin","Drama, Romance",tt0298358,http://www.wikidata.org/entity/Q52843214,חצוצרה בוואדי,2001-01-01T00:00:00Z,6.7
"Tamar Alkan, Roger Ben-Ishai, Rona Fromchenko, Maya Kindler, Mickey Leon",Dan Wolman,Comedy,tt4715082,http://www.wikidata.org/entity/Q52837434,חרדת הבמאי,2014-01-01T00:00:00Z,
"שמואל וילוז'ני, יובל מנדלסון, מיכאל מושונוב, דנה פרידר, מיכאל הנגבי, שמואל וולף",יובל מנדלסון,"Comedy, Fantasy, Horror",tt1855153,http://www.wikidata.org/entity/Q6975072,חתולים על סירת פדלים,2011-01-01T00:00:00Z,5.8
"רונית אלקבץ, דינה דורון, ליאור אשכנזי, מוני מושונוב, רבקה גור, לילי קוסאשווילי, מיכאל מושונוב, איה קורן, ראובן דיין, רוזינה קמבוס",דובר קוסאשווילי,"סרט דרמה, דרמה קומית, סרט רומנטי",tt0287471,http://www.wikidata.org/entity/Q1997336,חתונה מאוחרת,2001-01-01T00:00:00Z,7.2
"אסי לוי, Roy Assaf",ניצן גלעדי,Drama,tt4794512,http://www.wikidata.org/entity/Q20814899,חתונה מנייר,2015-01-01T00:00:00Z,6
"Zahar Cahanov, Inbal Gelam, Hadas Kalderon, Hani Peretz",Ariel Cohen,Drama,tt2362082,http://www.wikidata.org/entity/Q52837436,טאקע מאמע,2011-01-01T00:00:00Z,
"Meital Dohan, Ashraf Farah, Amnon Fisher, Razia Israeli, Amos Lavi",Doron Eran,Drama,tt0325478,http://www.wikidata.org/entity/Q52843216,טהארה,2004-01-01T00:00:00Z,5.7
"Eli Cohen, Arcadi Gaydamak, Ariel Harush, Dzhabrail Kadiyev, Itzik Korenfine",Maya Zinshtein,סרט תיעודי,tt5529828,http://www.wikidata.org/entity/Q26884073,טהורה לעד,2016-01-01T00:00:00Z,7.4
"Micha Celektar, Shira Katzenelenbogen, Michael Leon, Eitan Londner, Einav Markel",Riki Shelach Nissimoff,"Drama, History, Thriller",tt3995806,http://www.wikidata.org/entity/Q52837187,טוביאנסקי,2014-01-01T00:00:00Z,7.1
שמואל רודנסקי,מנחם גולן,סרט דרמה,tt0063725,http://www.wikidata.org/entity/Q7707180,טוביה ושבע בנותיו,1968-01-01T00:00:00Z,6.7
"Yigal Adika, Dalia Beger, Zahava Ben, Orly Ben-Garti, Gerard Ben-Imo",זאב רווח,"Drama, Musical",tt0143941,http://www.wikidata.org/entity/Q6818100,טיפת מזל,1992-01-01T00:00:00Z,6.9
"Israel Gurion, Moshe Ish-Kassit, Yehoshua Luff, Shaike Ophir, Shula Revach",זאב רווח,Drama,tt0152833,http://www.wikidata.org/entity/Q6677058,טעות במספר,,6.3
"Iréna Flury, רבקה גור, אורי פפר, חגית דסברג, אורי יניב, אורנה רוטברג",Amichai Greenberg,Drama,tt6856132,http://www.wikidata.org/entity/Q33518690,העדות,2017-01-01T00:00:00Z,7.6
"משה איבגי, אסי לוי, לבנה פינקלשטיין, ישראל קטורזה, זאב רווח, רותם זיסמן-כהן, שייקה לוי, אלי פיניש, עדו ברטל, אור בן מלך, יוסי מרשק, ליאור רז, מיכה סלקטר, אלון נוימן, גל לב, רותם אבוהב, שרית וינו-אלעד, שלומי קוריאט, יחזקאל לזרוב, אבי גרייניק, אברהם סלקטר, אולה שור-סלקטר, דרור קרן, עירית קפלן, משה אשכנזי, דני שטג, נעמה שטרית, דוד שאול",שמי זרחין,סרט דרמה,tt2104908,http://www.wikidata.org/entity/Q7058516,העולם מצחיק,2012-06-14T00:00:00Z,7
שרגא הרפז,יקי יושע,סרט דרמה,tt0083604,http://www.wikidata.org/entity/Q7773150,העיט,1981-01-01T00:00:00Z,6.8
"עלמה זק, ליאור אשכנזי",יוסף סידר,"סרט דרמה, סרט קומדיה",tt1445520,http://www.wikidata.org/entity/Q324292,הערת שוליים,2011-01-01T00:00:00Z,7.1
"Roger Attali, Eliezer Behar, Yitzhak Frej, Esther Frieder, Ruth Gavrielit",Amram Amar,"Drama, War",tt0146784,http://www.wikidata.org/entity/Q52837192,הפוגה,1950-01-01T00:00:00Z,
"Lihi Kornowski, Ronald Zehrfeld, Shlomi Avraham, Yuval Avrahami, Sendi Bar",Hagar Ben-Asher,Drama,tt5492734,http://www.wikidata.org/entity/Q52950689,הפורצת,2016-01-01T00:00:00Z,5.6
"Meir Suissa, Chelli Goldenberg, Ezra Dagan, Alex Monte, Eyal Geffen",Avi Nesher,Drama,tt0147142,http://www.wikidata.org/entity/Q52837193,הפחדנים,1980-01-01T00:00:00Z,6.5
,Daniel Sivan,Documentary,tt7155152,http://www.wikidata.org/entity/Q52950693,הפטריוט,2017-01-01T00:00:00Z,
"Silvia Drori, Chen Shilony, Micha Uzin-Slian, Adi Havshush, David Shaul",Arik Lubetzki,"Comedy, Drama, Family",tt2072985,http://www.wikidata.org/entity/Q52837197,הפנטזיה הגדולה של סימיקו הקטן,2011-01-01T00:00:00Z,5.7
"Alon Aboutboul, Yorek Ben-David, Tuvia Dublero, Smadar Kilchinsky, Ben Levin",Yeud Levanon,Drama,tt0146847,http://www.wikidata.org/entity/Q52843222,הפנימייה,1983-01-01T00:00:00Z,6.7
"Rick Jason, Peter Brown, Yehoram Gaon, Joseph Shiloach, Arik Lavie",Menahem Golan,"Drama, War",tt0073089,http://www.wikidata.org/entity/Q30526813,הפריצה הגדולה,1969-12-31T22:00:00Z,4.5
טל קלאי,עינת פרנבך בן אהרון,Drama,tt1880216,http://www.wikidata.org/entity/Q12406917,הצגה יומית,2011-01-01T00:00:00Z,
"Gabi Amrani, Gila Almagor, Yosef Bashi, Albert Cohen, Avner Hizkiyahu","Itzik Kol, Uri Zohar",Comedy,tt0121345,http://www.wikidata.org/entity/Q6581637,הצילו את המציל,1977-06-05T22:00:00Z,6.4
גילה אלמגור,אלי כהן (במאי),סרט דרמה,tt0095433,http://www.wikidata.org/entity/Q4829054,הקיץ של אביה,1988-01-01T00:00:00Z,7.1
"Lior Ashkenazi, Florence Bloch, Jonathan Cherchi, Aryeh Cherner, Yaacov Cohen",Lee Gilat,Drama,tt3824038,http://www.wikidata.org/entity/Q52837198,הקפות,2014-01-01T00:00:00Z,6.2
"משה איבגי, אלון אבוטבול, שייקה לוי, ישראל פוליאקוב, דורי בן זאב",Avi Cohen,Comedy,tt0150811,http://www.wikidata.org/entity/Q12406955,הקרב על הוועד,1986-01-01T00:00:00Z,6.5
"יעל אבקסיס, צחי גראד",קרן ידעיה,סרט דרמה,tt3675236,http://www.wikidata.org/entity/Q17052686,הרחק מהיעדרו,2014-01-01T00:00:00Z,5.7
יפתח קצור,דן וולמן,סרט קומדיה,tt0089473,http://www.wikidata.org/entity/Q1003100,הרימו עוגן,1985-05-10T00:00:00Z,4.4
"Alon Aboutboul, Tali Sharon, Ali Suliman, Yana Yossef",Ori Sivan,Drama,tt5143744,http://www.wikidata.org/entity/Q52837222,הרמוניה,2016-01-01T00:00:00Z,7.2
"Mike Burstyn, Arieh Elias, Esti Katz, Yehoshua Luff, Mandy Rice-Davies",Joel Silberg,Musical,tt0076139,http://www.wikidata.org/entity/Q52837223,הרשלה,1977-01-01T00:00:00Z,6.6
"שאול מזרחי, ליאור רז, מיכאל מושונוב, רונה-לי שמעון, יפתח קליין, יערה פלציג, מנשה נוי, מיכאל אלוני",נדב לפיד,סרט דרמה,tt1978447,http://www.wikidata.org/entity/Q2893726,השוטר,2011-01-01T00:00:00Z,6.2
"שייקה אופיר, זהרירה חריפאי",אפרים קישון,"Comedy, Drama",tt0066374,http://www.wikidata.org/entity/Q1634401,השוטר אזולאי,1970-01-01T00:00:00Z,7.6
שייקה אופיר,אפרים קישון,Comedy,tt0078261,http://www.wikidata.org/entity/Q2906938,השועל בלול התרנגולות,1976-01-01T00:00:00Z,7.4
אקי אבני,מנחם גולן,סרט דרמה,tt0317964,http://www.wikidata.org/entity/Q12407032,השיבה מהודו,2002-01-01T00:00:00Z,4.2
"Seffy Rivlin, Arik Lavie, Dina Doron, Anat Waxman, Shmuel Vilozni",Naftali Alter,Comedy,tt0091945,http://www.wikidata.org/entity/Q52843233,השיגעון הגדול,1986-01-01T00:00:00Z,5
"Shaike Ophir, Yisrael Poliakov, Shaike Levi, Gavri Banai, Gadi Yagil",Uri Zohar,"Comedy, Drama",tt0144606,http://www.wikidata.org/entity/Q6901177,השכונה שלנו,1967-12-31T22:00:00Z,6.9
