cast,director,genre,imdb_id,movie,movie_title,publication_date,rating
"Gabi Amrani, Teri Gabor, Tali Goldberg, Sassi Keshet, Caroline Langford",Eli Sagi,Drama,tt0147495,http://www.wikidata.org/entity/Q52843186,שגעון של אבא!,1981-01-01T00:00:00Z,8.8
"Alina Alekseev, Amiram Eini, Roman Gershkovich, Polina Haritonski, Katya Kossoy",Ganit Orian,"Comedy, Romance, Sci-Fi",tt2556756,http://www.wikidata.org/entity/Q18192193,"שגר אותי לחלל, סשה!",2016-04-06T21:00:00Z,
"Johnny Arbid, Sharon Brandon, Lia Dultzkaya, Shmuel Edelman, Sharon Hacohen",Isaac Zepel Yeshurun,Drama,tt0144591,http://www.wikidata.org/entity/Q52836995,שדות ירוקים,1989-01-01T00:00:00Z,6.5
"David Avidan, Joseph Bee, Grisha Borodo, Walter Flesch, Zygmont Frankel",David Avidan,"Drama, Sci-Fi",tt0152394,http://www.wikidata.org/entity/Q52836998,שדר מן העתיד,1981-01-01T00:00:00Z,5.5
יזהר אשדות,אבי נשר,"Comedy, Music",tt0152427,http://www.wikidata.org/entity/Q6760326,שוברים,1985-01-01T00:00:00Z,6.8
"Benny Amdurski, Gabi Amrani, Yehuda Efroni, Dubi Gal, Israel Gurion",מנחם גולן,Drama,tt0148846,http://www.wikidata.org/entity/Q6959339,שוד הטלפונים הגדול,1971-12-31T22:00:00Z,7
"משה איבגי, קרן מור, שרון הכהן-בר, משה פרסטר, יגאל עדיקא, אלברט אילוז, נתן זהבי, סיני פתר, עזרא כפרי, אהובה קרן, שמואל אדלמן",שבי גביזון,Comedy,tt0102919,http://www.wikidata.org/entity/Q6853784,שורו,1990-01-01T00:00:00Z,6.8
"אניה בוקשטיין, יהודה לוי, עמוס לביא, ולדימיר פרידמן, חנה אזולאי-הספרי, טל פרידמן, דב נבון, שרונה אלימלך",שמואל הספרי,סרט דרמה,tt0480940,http://www.wikidata.org/entity/Q6617366,שושלת שוורץ,2005-01-01T00:00:00Z,6.9
גל גדות,שי כנות,"Comedy, Sport",tt3421738,http://www.wikidata.org/entity/Q18192199,שושנה חלוץ מרכזי,2014-01-01T00:00:00Z,4.9
"גילה אלמגור, רונית אלקבץ, עמוס לביא, ארז בן הרוש, מרים גבריאלי, אורלי בן-גרטי, אורי בנאי, יעקב כהן (שחקן), אסתי ירושלמי, תקווה עזיז, חנה אזולאי-הספרי, אלברט אילוז, אמונה צבי לשם",שמואל הספרי,סרט דרמה,tt0111140,http://www.wikidata.org/entity/Q7459830,שחור,1994-01-01T00:00:00Z,7.2
"Ayala Asherov, Tali Atzmon, Aki Avni, Orly Ben-Garti, Shirili Deshe",Ron Ninio,Drama,tt0114325,http://www.wikidata.org/entity/Q52836967,שחקנים,1995-01-01T00:00:00Z,7.2
"Liat Glick, Juliano Mer-Khamis, Shimon Mimran, Maayan Keret, Maor Cohen",Oron Adar,Drama,tt7488322,http://www.wikidata.org/entity/Q52063162,שחרר את הנסיכה,1999-01-01T00:00:00Z,
"אורלי זילברשץ, יפה ירקוני, יאיר לפיד, צ'רלי בוזגלו, אביטל דיקר, דלית קהן, קרין אופיר, דודיק סמדר, נסים זוהר, מאיר סויסה, אורי כבירי, אמונה צבי לשם, רוזינה קמבוס, רמי ברוך",איתן פוקס,סרט דרמה,tt0111171,http://www.wikidata.org/entity/Q6770184,שירת הסירנה,1994-01-01T00:00:00Z,6.5
ישראל פוליאקוב,אסי דיין,"Comedy, Music",tt0079297,http://www.wikidata.org/entity/Q7431672,שלאגר,1979-01-01T00:00:00Z,6.5
"Rami Heuberger, Avigail Ariely, Ya'ackov Banai, Gali Ben-Nir, Dan Muggia",Hagai Levi,Drama,tt0143876,http://www.wikidata.org/entity/Q52836970,שלג באוגוסט,1993-01-01T00:00:00Z,6.1
"פאני ארדן, ז'ראר דפארדיה, Clémentine Poidatz, ששון גבאי, ז'ק הרלין, ז'אן בן-גיגי, ליאור אשכנזי, Alix de Konopka, Françoise Christophe, Gilles Gaston-Dreyfus, Jean-Michel Lahmi, Julien Baumgartner, Manu Payet, Muriel Combeau",Graham Guit,סרט קומדיה,tt1160012,http://www.wikidata.org/entity/Q1138123,שלום ולהתראות,2008-01-01T00:00:00Z,5.1
"Rafi Adar, Nissim Azikri, Avraham Ben-Yosef, Israel Gurion, Sharon Meir",יקי יושע,סרט דרמה,tt0152387,http://www.wikidata.org/entity/Q7487300,"שלום, תפילת הדרך",1973-01-01T00:00:00Z,6.9
"מירי מסיקה, גילה אלמגור, ריימונד אמסלם, נטלי עטיה, טלי שרון, יורם טולדנו, עמוס תמם, יורם חטב, שמיל בן ארי, יחזקאל לזרוב, אלה ארמוני, רבקה רז, בני אבני",דינה צבי-ריקליס,Drama,tt0833546,http://www.wikidata.org/entity/Q6853638,שלוש אמהות,2006-01-01T00:00:00Z,6.4
יונה אליאן,מיכאל קאליק,סרט דרמה,tt0175161,http://www.wikidata.org/entity/Q18192212,שלושה ואחת,1974-01-01T00:00:00Z,7.7
עודד קוטלר,אורי זוהר,סרט דרמה,tt0138100,http://www.wikidata.org/entity/Q2904207,שלושה ימים וילד,1967-01-01T00:00:00Z,7
,רענן אלכסנדרוביץ',סרט תיעודי,tt2069916,http://www.wikidata.org/entity/Q3700590,שלטון החוק,2011-01-01T00:00:00Z,7.4
"גילה אלמגור, ריימונד אמסלם, אירינה פטרסקו, מארק איווניר, גורי אלפי, יגאל שדה, רוזינה קמבוס",ערן ריקליס,סרט דרמה,tt1311075,http://www.wikidata.org/entity/Q1215712,שליחותו של הממונה על משאבי אנוש,2011-12-01T00:00:00Z,6.6
"Ya'ackov Banai, Geula Gill, Ruth Golan, Elisheva Michaeli, Niko Nitai",Menahem Golan,"Drama, Family",tt0138098,http://www.wikidata.org/entity/Q52836972,שמונה בעקבות אחד,1964-01-01T00:00:00Z,7.6
"עידן אלתרמן, יאיר רובין, אורי קלאוזנר, יונתן צ'רצ'י, דבי בסרגליק, מרים גבריאלי, יעקב בנאי, יצחק חזקיה, יוסי סגל, שלמה וישינסקי, עירית פרנק, גילת אנקורי, חנה אזולאי-הספרי, רבקה נוימן, שמיל בן ארי, אמנון פישר, יהודה פוקס (שחקן), שמואל וולף, רוברטו פולק, גיל אלון",אסי דיין,Drama,tt0114477,http://www.wikidata.org/entity/Q12411851,שמיכה חשמלית ושמה משה,1995-01-01T00:00:00Z,7.3
מייק בורשטיין,ישראל בקר,סרט מוזיקלי,tt0138101,http://www.wikidata.org/entity/Q7734608,שני קוני למל,1966-01-01T00:00:00Z,6.8
,Amit Goren,Documentary,tt0108996,http://www.wikidata.org/entity/Q52842752,שנת 66 היתה טובה לתיירות,1992-01-01T00:00:00Z,4
"קרן מור, ששון גבאי, אוהד קנולר, שרה אדלר, יוסף אבו ורדה, מוני מושונוב, ולדימיר פרידמן, אורי קלאוזנר, רודיה קוזלובסקי, דני גבע, שרון זליקובסקי, אסף אשתר, אייל שכטר, דן תורן, דרור קרן, מנשה נוי, עזרא כפרי, סמדר יערון",יוסף פיצ'חדזה,סרט דרמה,tt0426213,http://www.wikidata.org/entity/Q6871761,שנת אפס,2004-01-01T00:00:00Z,7.1
"צחי נוי, יפתח קצור, יהונתן סגל",בועז דוידזון,סרט קומדיה,tt0082528,http://www.wikidata.org/entity/Q1003095,שפשוף נעים,1981-04-07T00:00:00Z,5.7
"Maisa Abd Elhadi, Ednan Abu Wadi, Bilal Alassad, Munder Alassad, Adam Alhuziel",Mushon Salmona,Drama,tt4036334,http://www.wikidata.org/entity/Q20502931,שקופים,2014-01-01T00:00:00Z,6.1
"Jack Adalist, Sharon Alexander, Salim Dau, Arieh Elias, Smadar Kilchinsky",Yitzhak Rubin,Drama,tt0213246,http://www.wikidata.org/entity/Q52950677,שקרים לבנים,1999-01-01T00:00:00Z,
"Ze'ev Revach, Nitza Shaul, Liora Tikotsky, Yitzhak Hezkiyahu, Yosef Carmon",Ze'ev Revach,Drama,tt0152430,http://www.wikidata.org/entity/Q52843182,שרגא קטן,1978-01-01T00:00:00Z,5.8
דליה פרידלנד,ג'ורג' עובדיה,סרט דרמה,tt0152288,http://www.wikidata.org/entity/Q6645179,שרית,1974-01-01T00:00:00Z,7.8
"Ednan Abu Wadi, Maisa Abd Elhadi, Ednan Abu Muhrab, Eli Menashe, Josh Sagie",Ami Livne,סרט דרמה,tt2190397,http://www.wikidata.org/entity/Q30527638,שרקייה,2013-11-06T22:00:00Z,6.5
"רונית יודקביץ', ערן איווניר, סיון לוי, ניצן לברטובסקי, רועי ניק",יונתן גורפינקל,סרט דרמה,tt2278284,http://www.wikidata.org/entity/Q6855163,שש פעמים,2012-01-01T00:00:00Z,6.1
רוני פינקוביץ',אלי כהן (במאי),סרט דרמה,tt0091950,http://www.wikidata.org/entity/Q6973826,שתי אצבעות מצידון,1986-01-01T00:00:00Z,7.4
יהודה ברקן,שמואל אימברמן,Drama,tt0142846,http://www.wikidata.org/entity/Q6632068,שתי דפיקות לב,1972-01-01T00:00:00Z,
"Hanna Avrutzki, Luba Gewisser, Jurek Plonski, Aliza Vitis-Shomron, Shula Zeder",יעל חרסונסקי,סרט תיעודי,tt1568923,http://www.wikidata.org/entity/Q445175,שתיקת הארכיון,2010-01-01T00:00:00Z,7.3
ליאור מילר,שמואל קלדרון,Drama,tt0426260,http://www.wikidata.org/entity/Q18192243,תגובה מאוחרת,2004-08-26T00:00:00Z,5.6
"שמואל וילוז'ני, אילנית בן-יעקב, רוברט הניג, מיכאל מושונוב, לימור גולדשטיין, אילן דר, יואב הייט",רפאל נג'ארי,סרט דרמה,tt0816672,http://www.wikidata.org/entity/Q588101,תהילים,2007-01-01T00:00:00Z,6
"Idan Alterman, Aviv Geffen, Tomer Heymann",Tomer Heymann,Documentary,tt0356135,http://www.wikidata.org/entity/Q52835975,תומר והשרוטים,2001-01-01T00:00:00Z,7.1
"ביל קלינטון, זינדין זידאן, יאסר ערפאת, זם, רושדי, יעל אבקסיס, Patrick Descamps, מסקי שיברו, Hervé Pauchon, לנה אטינגר, סירק מ. סבהט, תומר אופנר, רוני הדר, אבי אוריה, שאול מזרחי, שמעון מימרן, רמי דנון, ריימונד אבקסיס, שלמה וישינסקי, דודיק סמדר, מאיר סויסה, מרק רוזנבאום, שמיל בן ארי, אברהם סלקטר, יהודה פוקס (שחקן), יוסי אלפי, אבי חדש, Shmuel Beru",ראדו מיכאיליאנו,סרט דרמה,tt0388505,http://www.wikidata.org/entity/Q130271,תחיה ותהיה,2005-01-01T00:00:00Z,7.9
"Aharon Traitel, Khalifa Natour, Riki Blich, Gur Sheinberg, Omri Fuhrer",אבישי סיון,"Drama, Mystery",tt4482858,http://www.wikidata.org/entity/Q25409807,תיקון,2015-01-01T00:00:00Z,6.5
"Zohar Aloni, Yosef Carmon, Anatol Constantin, Anat Harpaz, Rivka Neuman",Tzipi Trope,Drama,tt0145517,http://www.wikidata.org/entity/Q52842519,תל אביב - ברלין,1987-01-01T00:00:00Z,7.6
"דודו טופז, אביגיל אריאלי, ז'אק כהן",שמואל אימברמן,סרט דרמה,tt0145518,http://www.wikidata.org/entity/Q6716363,תל אביב לוס אנג'לס,1988-01-01T00:00:00Z,5.3
"Ya'ackov Ben-Sira, Jacques Cohen, Lia Dultzkaya, Yona Elian, Halil Halladi",Ze'ev Revach,Comedy,tt0147586,http://www.wikidata.org/entity/Q6641874,תלווה לי את אשתך,1987-12-31T22:00:00Z,5.8
"Michal Yannai, Sharon Alexander, Tracy Abramovich, Batya Barak, Lupo Berkowitch",Yitzhak Rubin,Drama,tt0374283,http://www.wikidata.org/entity/Q52089585,תמונה קבוצתית עם אשה,2002-01-01T00:00:00Z,5
גל זייד,צחי גראד,"Comedy, Crime, Drama",tt1090316,http://www.wikidata.org/entity/Q6666245,תנועה מגונה,2006-01-01T00:00:00Z,6.2
"שייקה אופיר, אלישבע מיכאלי, גדעון זינגר",אפרים קישון,Comedy,tt0065076,http://www.wikidata.org/entity/Q329354,תעלת בלאומילך,1969-01-01T00:00:00Z,7.8
"Moran Rosenblatt, Reymonde Amsallem, Shlomi Koriat, Elisha Banai, Irit Kaplan","Matti Harari, Arik Lubetzki",סרט דרמה,tt3955672,http://www.wikidata.org/entity/Q28016892,תפוחים מן המדבר,2014-10-25T00:00:00Z,7.3
"סנדי בר, ורוניקה ניקול, לירון לבו, ישי גולן, הלנה ירלובה, ג'וליאנו מר, יעל אבקסיס, יוסף אבו ורדה, מוני מושונוב",עמוס גיתאי,סרט דרמה,tt0304267,http://www.wikidata.org/entity/Q2573044,קדמה,2002-01-01T00:00:00Z,6.1
"Yehuda Barkan, Mushon Alboher, Gabi Amrani, Atar Birman, Igor Borisov","Yehuda Barkan, Ezra Shem-Tov",Comedy,tt0151240,http://www.wikidata.org/entity/Q52836963,קומפוט נעליים,1985-01-01T00:00:00Z,4.2
"Zeev Berlinsky, Igor Borisov, Mike Burstyn, Dalia Gur, Itamar Gurevitz",יואל זילברג,Drama,tt0151269,http://www.wikidata.org/entity/Q6759359,קוני למל בקהיר,1982-12-31T22:00:00Z,7.2
"Dalia Gur, Zeev Berlinsky, Joseph Bashi, Nahum Shalit, Tzvi Lahat",Joel Silberg,"Comedy, Musical",tt0074766,http://www.wikidata.org/entity/Q31197451,קוני למל בתל אביב,,7.3
"Bruria Albeck, Lian Allweis, Amnon Meskin, Keren Mor, Matti Seri",Yeud Levanon,"Drama, Romance",tt0110287,http://www.wikidata.org/entity/Q52836964,קופסא שחורה,1993-01-01T00:00:00Z,4.2
"Udi Cohen, Meir Dadon, Shifra Ha'efrati, Gil Rosenthal",Dan Verete,Drama,tt0151238,http://www.wikidata.org/entity/Q6767819,קוקו בן 19,1985-01-01T00:00:00Z,6.1
"Uri Zohar, Yona Elian, Paul L. Smith, Moshe Solo, Rahel Forman",George Obadiah,Drama,tt0062359,http://www.wikidata.org/entity/Q52837000,קוראים לי שמיל,1973-01-01T00:00:00Z,6.9
יהורם גאון,מנחם גולן,סרט מוזיקלי,tt0071715,http://www.wikidata.org/entity/Q18192147,קזבלן,1973-01-01T00:00:00Z,7
"Inon Barnatan, Ruth Heller, Elisheva Michaeli, Alex Monte, Hanna River",Dalia Hager,Drama,tt0145025,http://www.wikidata.org/entity/Q52837002,קיץ אצל אריקה,1992-01-01T00:00:00Z,
"Yuli Be'eri, Dvir Benedek, Samuel Calderon, Evgenia Dodina, Aviva Ger",Isaac Zepel Yeshurun,Drama,tt0135503,http://www.wikidata.org/entity/Q52837005,קיצור תולדות האוהבים,1996-01-01T00:00:00Z,
"נינט טייב, ריימונד אמסלם, הנרי דוד, ולדימיר פרידמן, יאנה גור, אסתר רדא, לירון לבו, זהר שטראוס, שלום מיכאלשווילי, אולגה קורילנקו",דני לרנר,סרט פעולה,tt1198153,http://www.wikidata.org/entity/Q2509352,קירות,2009-01-01T00:00:00Z,5.8
"Mordechai Ben-Ze'ev, Nahum Buchman, Roberta Hodes, Esther Margalit-Ben-Yoseph, Azaria Rapaport",Joseph Krumgold,Drama,tt0151548,http://www.wikidata.org/entity/Q52950679,קללה לברכה,1947-01-01T00:00:00Z,
לוסי דובינצ'יק,"ארי פולמן, אורי סיון","סרט דרמה, סרט קומדיה",tt0115909,http://www.wikidata.org/entity/Q1145082,קלרה הקדושה,1996-01-01T00:00:00Z,7.1
"Yosef Carmon, Danielle Eden, Leah Koenig, Efrat Lavie, Poly Reshef","Pini Eden, Pini Eden","Drama, Family",tt4074636,http://www.wikidata.org/entity/Q52837006,קמטי צחוק,2015-01-01T00:00:00Z,5.9
"Semyon Farada, אלכסנדר אבדולוב, Aleksandr Zbruyev, Tatyana Vasileva, Dmitriy Maryanov, Valentin Nikulin, לאוניד ירמולניק",Leonid Gorovets,סרט דרמה,tt0110226,http://www.wikidata.org/entity/Q4236460,קפה עם לימון,1994-01-01T00:00:00Z,7.3
"ג'וני ערביד, ח'אולה דיבסי, לנה אטינגר, נעמה שנדר, דני גבע, שלמה וישינסקי, שרון רג'יניאנו, אירית סוקי, אנה סטפן",וידי בילו,סרט דרמה,tt0478999,http://www.wikidata.org/entity/Q528755,קרוב לבית,2005-01-01T00:00:00Z,6.9
יבגניה דודינה,איל חלפון,סרט דרמה,tt0163586,http://www.wikidata.org/entity/Q6855612,קרקס פלשתינה,1998-11-26T00:00:00Z,6.1
"הרברט פוקס, Siegfried Rauch, Rolf Eden, Janet Ågren, אסי דיין, Fabio Testi, Gianni Rizzo, Romano Puppo, עודד קוטלר","מנחם גולן, Gianfranco Baldanello",סרט מותחן,tt0078447,http://www.wikidata.org/entity/Q392786,קשר האורניום,1978-01-01T00:00:00Z,4.7
"Dafna Rechter, Jonathan Sagall, Shmil Ben Ari, Tchia Danon, Ziv Baruch",יהונתן סגל,Drama,tt0162420,http://www.wikidata.org/entity/Q7899904,קשר עיר,1998-01-01T00:00:00Z,6.6
יעל אבקסיס,עמוס גיתאי,"Drama, History",tt4935282,http://www.wikidata.org/entity/Q20751349,"רבין, היום האחרון",2015-01-01T00:00:00Z,5.8
"עמוס לביא, ריקי בליך, הילה וידור, ציון ברוך, רון שחר, ארנון צדוק",דורון ערן,"Comedy, Drama, Romance",tt1676181,http://www.wikidata.org/entity/Q6750559,רגליים קרות,2009-01-01T00:00:00Z,5.1
"דן בן אמוץ, אסי דיין, בריג'ט קטילון, מיכל בת-אדם",מיכל בת-אדם,"סרט דרמה, סרט להטב""י",tt0079787,http://www.wikidata.org/entity/Q14949809,רגעים,1979-01-01T00:00:00Z,6.6
"Nadav Brenner, Nissim Eliaz, Michael Kafir, Arik Rosen, Louis Rosenberg",Ilan Moshenson,Drama,tt0144585,http://www.wikidata.org/entity/Q49852996,רובה חוליות,1979-06-05T22:00:00Z,6.7
יעל טוקר,דובר קוסאשווילי,Comedy,tt2164804,http://www.wikidata.org/entity/Q12411255,רווקה פלוס,2012-01-01T00:00:00Z,4.8
"Yahli Bergman, Nathan Dattner, Efrat Lavie, Ori Levy, Topol",עודד קוטלר,Drama,tt0089931,http://www.wikidata.org/entity/Q31197543,רומן בהמשכים,1984-12-31T22:00:00Z,6.8
יפתח קצור,דן וולמן,סרט קומדיה,tt0086926,http://www.wikidata.org/entity/Q1003098,רומן זעיר,1983-01-01T00:00:00Z,5.4
"ח'אולה דיבסי, הנרי דוד, ולדימיר פרידמן, אור בן מלך, אנחל בונני, יון תומרקין, עבדאללה אל-עקל, לביא זיטנר, רועי ניק",יריב הורוביץ,סרט דרמה,tt2164718,http://www.wikidata.org/entity/Q5162235,רוק בקסבה,2012-07-07T00:00:00Z,6.6
"Abraham Celektar, Yona Elian, Arieh Elias, Ya'ackov Gabai, Ruth Geller",George Obadiah,"Drama, Romance",tt5524664,http://www.wikidata.org/entity/Q52836973,רחוב 60,1976-01-01T00:00:00Z,
"Alon Aboutboul, Steven Berkoff, Jon Finch, Hans Peter Hallwachs, Alona Kimhi",Judd Ne'eman,Drama,tt0144577,http://www.wikidata.org/entity/Q52836975,רחובות האתמול,1989-01-01T00:00:00Z,7.3
"Rachel Agmon, Haim Tzafriri",Yair Agmon,Documentary,tt7968916,http://www.wikidata.org/entity/Q52836977,רחל אגמון,2017-01-01T00:00:00Z,
"Riki Blich, Keren Bri, Oshri Sahar, Amiel Shapira, Oren Yaniv","Shunit Aharoni, Roni Oron, Gudis Schneider, Ayelet Varshal",Drama,tt2539150,http://www.wikidata.org/entity/Q52836980,ריח פועלים,2011-01-01T00:00:00Z,
"עודד מנסטר, יואב הייט, שרון טל, יהודה נהרי, אחינועם ניני, ריף כהן, מיכאל מושונוב, מתי סרי, אביב אלוש, גלית גיאת, מתי אטלס, שרון רג'יניאנו",דן תורג'מן,סרט דרמה,tt1719671,http://www.wikidata.org/entity/Q16129130,רימון הזהב,2011-01-01T00:00:00Z,6.9
"מנחם גולן, עמוס לביא, ניב רז, עומר ברנע, זהר ליבה, אליענה בקייר, מיכל אמדורסקי, רפי תבור, גליה אלבין, אילנה אביטל",מנחם גולן,"Drama, Romance",tt0830833,http://www.wikidata.org/entity/Q6654905,ריקוד מסוכן,2007-01-01T00:00:00Z,2.2
"Guri Alfi, Gila Almagor, Eli Eltonyo, Tal Friedman, Dalit Kahan",Eitan Anner,Comedy,tt0446453,http://www.wikidata.org/entity/Q52836982,ריקי ריקי,2004-01-01T00:00:00Z,4.6
"Erez Koren, Neta Moran, Dan Turgeman, Ami Ushpitz, Tom Yoel",Jonathan Paz,Drama,tt0143823,http://www.wikidata.org/entity/Q52836984,רכבת העמק,1989-01-01T00:00:00Z,6.2
"Reymonde Amsallem, Yehezkel Lazarov, Edna Blilious, Yigal Adika, Ofira Alpenbaum",Nissim Notrika,Drama,tt1969118,http://www.wikidata.org/entity/Q52836986,רסיסי אהבה,2011-01-01T00:00:00Z,5.7
"Etti Ankri, Karen Barak, Yahli Bergman, Reuven Dayan, Shmuel Edelman",Yossi Somer,Drama,tt0126639,http://www.wikidata.org/entity/Q52836989,רסיסים,1989-01-01T00:00:00Z,7.2
"גדעון זינגר, יעקב בן-סירא, מיכאל גור",יורם גרוס,סרט קומדיה,tt0148659,http://www.wikidata.org/entity/Q12411461,רק בלירה,1963-01-01T00:00:00Z,
"Tikva Aziz, Ya'ackov Banai, Ya'ackov Ben-Sira, Jacques Cohen, Ilan Dar",זאב רווח,Comedy,tt0144567,http://www.wikidata.org/entity/Q6631229,רק היום,1976-01-01T00:00:00Z,7
"איילת זורר, ליאור אשכנזי, אלון אבוטבול, נטע גרטי, אליענה בקייר, יגאל עדיקא, מתי סרי, יפתח קליין",ארנון צדוק,Drama,tt0791140,http://www.wikidata.org/entity/Q6756557,רק כלבים רצים חופשי,2007-01-01T00:00:00Z,5.6
"רוברט הירש, דליה פרידלנד, יעקב בודו, Teddy Bilis",Alex Joffé,סרט קומדיה,tt0158070,http://www.wikidata.org/entity/Q738814,רק לא בשבת,1965-01-01T00:00:00Z,7.1
,Amnon Winner,Drama,tt3210300,http://www.wikidata.org/entity/Q52836991,רשימות קצמן,2013-01-01T00:00:00Z,
"David Fisher, Ronel Fisher, Gideon Fisher, Amnon Fisher, Lili Fisher",דוד פישר,סרט תיעודי,tt0257034,http://www.wikidata.org/entity/Q6690659,רשימת אהבה,2000-01-01T00:00:00Z,7.8
אורי גבריאל,Asaph Polonsky,"Comedy, Drama",tt4777584,http://www.wikidata.org/entity/Q23925074,שבוע ויום,2016-01-01T00:00:00Z,6.7
"Gassan Abbas, Ahmad Abu Sal'oum, Mahmud Abu-Jazi, Yussuf Abu-Warda, Khaled Awad",Ali Nassar,Drama,tt0135650,http://www.wikidata.org/entity/Q52836993,שביל החלב,1997-01-01T00:00:00Z,7.6
"Arik Einstein, Shalom Hanoch, Yehudit Sula, Tzvi Shissel, Alona Einstein",בועז דוידזון,"Documentary, Comedy, Drama, Music",tt0067740,http://www.wikidata.org/entity/Q6651287,שבלול,1969-12-31T22:00:00Z,6.8
"Yoav Reuveni, Yehuda Nahari, Yariv Mozer, Moran Rosenblatt, Eran Lev",יריב מוזר,"סרט דרמה, סרט להטב""י",tt2924590,http://www.wikidata.org/entity/Q18378805,שבלולים בגשם,2013-01-01T00:00:00Z,6.1
"Reymonde Amsallem, Gilles Ben-David, Edna Blilious, Gilad Cohen, Gal Friedman",Omri Givon,סרט דרמה,tt1307009,http://www.wikidata.org/entity/Q2818349,שבע דקות בגן עדן,2009-01-01T00:00:00Z,6.9
"חנה לסלאו, משה איבגי, רונית אלקבץ, יעל אבקסיס, קרן מור, סימון אבקריאן, אלון אבוטבול, גיל פרנק, אוולין הגואל, חנה אזולאי-הספרי, אלברט אילוז, רובי פורת-שובל, דקלה אלקסלסי, דניאל גד","רונית אלקבץ, שלומי אלקבץ","Drama, Romance",tt1260396,http://www.wikidata.org/entity/Q2899169,שבעה,2008-01-01T00:00:00Z,6.9
,Ron Havilio,"Documentary, History",tt0152408,http://www.wikidata.org/entity/Q52843184,שברי תמונות ירושלים,1996-01-01T00:00:00Z,8.6
"Ori Levy, Topol","נתן אקסלרוד, אורי זוהר, יואל זילברג","Documentary, Comedy",tt0133743,http://www.wikidata.org/entity/Q6572088,עץ או פלסטיין,1962-01-01T00:00:00Z,7.1
גילה אלמגור,אלי כהן (במאי),סרט דרמה,tt0109751,http://www.wikidata.org/entity/Q7883283,עץ הדומים תפוס,1994-01-01T00:00:00Z,7.2
"היאם עבאס, מכרם ח'ורי, דורון תבורי, יאיר לפיד, הילי ילון, עלי סלימאן, עמוס לביא, ג'מיל ח'ורי, לאנה זריק, לואי נופי, טארק קופטי, מיכאל ורשביאק, עינת שרוף, ערן איווניר, לירון ברנס, אמנון וולף, עמוס תמם, דני לשמן, איילת רובינסון, רונה ליפז-מיכאל, סמדר יערון",ערן ריקליס,סרט דרמה,tt1172963,http://www.wikidata.org/entity/Q1520801,עץ לימון,2008-01-01T00:00:00Z,7.4
"Dafna Armoni, Iris Borer, Limor Goldstein, Noam Hameiri, Shraga Harpaz",Moshe Zimerman,Drama,tt0133738,http://www.wikidata.org/entity/Q52837032,ערב בלי נעמה,1992-01-01T00:00:00Z,
"Mahmud Abu-Jazi, Lucy Aharish, Tom Kelrich, Shadi Mar'i, Daniella Niddam",Adi Adwan,"Drama, Family",tt2994212,http://www.wikidata.org/entity/Q52837035,ערבאני,2013-01-01T00:00:00Z,6.2
"ברונו גנץ, יעל אבקסיס, עלי סלימאן, קאיס נאשף, ח'ליפה נאטור, לואי נופי, נורמן עיסא, טארק קופטי, מיכאל מושונוב, נעה בירון, קרן צור, רונה ליפז-מיכאל, שני קליין, שירילי דשא",ערן ריקליס,סרט דרמה,tt2841572,http://www.wikidata.org/entity/Q19362856,ערבים רוקדים,2014-01-01T00:00:00Z,7.2
"יפתח קצור, יאיר רובין, מיכל בת-אדם, רפאל קלצ'קין, יוסי פולק, דן תורן, רות גלר",עקיבא טבת,Drama,tt0143119,http://www.wikidata.org/entity/Q4812707,עתליה,1984-01-01T00:00:00Z,7.4
"סמדר קילצ'ינסקי, שירז טל",חיים בוזגלו,סרט קומדיה,tt0363881,http://www.wikidata.org/entity/Q31197405,פגישה עיוורת,2003-01-01T00:00:00Z,2.7
עפר שכטר,"Doron Paz, Yoav Paz",Drama,tt1494810,http://www.wikidata.org/entity/Q6845264,פובידיליה,2010-01-01T00:00:00Z,6.6
,קובי פרג',סרט תיעודי,tt5967922,http://www.wikidata.org/entity/Q26832576,פוטו פרג',2016-01-01T00:00:00Z,7.5
"Alon Aboutboul, Smadar Brener, Yosef Carmon, Avital Dicker, Chaim Jeraffi","Assi Dayan, Tal Ron","Drama, Romance",tt0093734,http://www.wikidata.org/entity/Q52695887,פוטו רומן,1987-01-01T00:00:00Z,6.2
"Karin Ugowski, ליאור אשכנזי, שרה אדלר, שירה האס",שמוליק מעוז,Drama,tt6896536,http://www.wikidata.org/entity/Q37737622,פוקסטרוט,2017-01-01T00:00:00Z,7.5
גילה אלמגור,מנחם גולן,Drama,tt0060423,http://www.wikidata.org/entity/Q5472779,פורטונה,1966-01-01T00:00:00Z,7.8
"Asher Lax, Ami Smolartchik, Yaacov Cohen, Keren Berger, Naama Manor",מתן יאיר,סרט דרמה,tt6253214,http://www.wikidata.org/entity/Q39073994,פיגומים,2017-05-20T00:00:00Z,7.1
"Pascale Petit, Raymond Pellegrin, נתן כוגן",Hervé Bromberger,סרט דרמה,tt0151990,http://www.wikidata.org/entity/Q12152729,פיצוץ בחצות,1966-01-01T00:00:00Z,
"Gabi Amrani, Moshe Solo, Paul L. Smith, Zvi Yaron, Pini Ben Ari",George Obadiah,"Comedy, Drama",tt0067101,http://www.wikidata.org/entity/Q52695965,פישקה במילואים,1972-01-01T00:00:00Z,8
