date_of_birth,genderLabel,imdb_id,occupationLabel,person,person_name,place_of_birthLabel,Actors_directors (Title)
1951-08-21T00:00:00Z,זכר,nm0337820,במאי קולנוע,http://www.wikidata.org/entity/Q12403869,איתן גרין,אפיקים,
1964-08-21T00:00:00Z,זכר,nm0297202,במאי קולנוע,http://www.wikidata.org/entity/Q450309,איתן פוקס,ניו יורק,
1952-01-17T00:00:00Z,זכר,nm0255816,שחקן,http://www.wikidata.org/entity/Q12403885,אלברט אילוז,פאס,
1932-01-01T00:00:00Z,זכר,nm0169183,שחקן,http://www.wikidata.org/entity/Q6935084,אלברט כהן,ממלכת בולגריה,
1993-02-01T00:00:00Z,נקבה,nm2318449,שחקן,http://www.wikidata.org/entity/Q17523661,אלה ארמוני,ישראל,
1973-05-10T00:00:00Z,נקבה,nm0381419,שחקן,http://www.wikidata.org/entity/Q3588004,אלודי השם,טרואה,
1965-05-28T00:00:00Z,זכר,nm0009530,שחקן,http://www.wikidata.org/entity/Q2438420,אלון אבוטבול,קריית אתא,
1950-06-15T00:00:00Z,זכר,nm0646221,שחקן,http://www.wikidata.org/entity/Q12403901,אלון אולארצ'יק,ורשה,
1967-04-01T00:00:00Z,זכר,nm0626974,שחקן,http://www.wikidata.org/entity/Q6990059,אלון נוימן,חיפה,
1979-11-30T00:00:00Z,נקבה,nm3506064,שחקן,http://www.wikidata.org/entity/Q2832663,אלונה איב,סנקט פטרבורג,
1936-06-07T00:00:00Z,נקבה,nm0251869,שחקן,http://www.wikidata.org/entity/Q6793650,אלונה איינשטיין,כפר גלעדי,
1983-10-20T00:00:00Z,נקבה,nm1775214,שחקן,http://www.wikidata.org/entity/Q263433,אלונה טל,הרצליה,
1966-01-01T00:00:00Z,נקבה,nm0453947,שחקן,http://www.wikidata.org/entity/Q271816,אלונה קמחי,לבוב,
1952-08-01T00:00:00Z,זכר,nm0330832,שחקן,http://www.wikidata.org/entity/Q12403917,אלי גורנשטיין,תל אביב-יפו,
1948-10-12T00:00:00Z,זכר,nm0200294,שחקן,http://www.wikidata.org/entity/Q929891,אלי דנקר,ישראל,
1940-12-18T00:00:00Z,זכר,nm0169348,שחקן,http://www.wikidata.org/entity/Q5360191,אלי כהן (במאי),חדרה,
1975-07-17T00:00:00Z,זכר,nm1158944,שחקן,http://www.wikidata.org/entity/Q5069783,אלי פיניש,ישראל,
1960-07-28T00:00:00Z,זכר,nm0837839,שחקן,http://www.wikidata.org/entity/Q577569,אליה סולימאן,נצרת,
1976-07-26T00:00:00Z,נקבה,nm0998117,שחקן,http://www.wikidata.org/entity/Q265232,אליס טליוני,Ermont,
1928-06-17T00:00:00Z,נקבה,nm0253717,שחקן קולנוע,http://www.wikidata.org/entity/Q1330746,אלישבע מיכאלי,ישראל,
1939-05-26T00:00:00Z,זכר,nm0030635,שחקן,http://www.wikidata.org/entity/Q6994709,אלכס אנסקי,סופיה,
1953-05-29T00:00:00Z,זכר,nm0008311,שחקן,http://www.wikidata.org/entity/Q461085,אלכסנדר אבדולוב,טובולסק,
1908-11-24T00:00:00Z,זכר,nm0285497,במאי קולנוע,http://www.wikidata.org/entity/Q1257887,אלכסנדר פורד,קייב,
1966-07-04T00:00:00Z,זכר,nm0094526,שחקן קולנוע,http://www.wikidata.org/entity/Q944553,אלסיו בוני,Sarnico,
1953-05-24T00:00:00Z,זכר,nm0000547,שחקן,http://www.wikidata.org/entity/Q296028,אלפרד מולינה,פדינגטון,
1969-02-07T00:00:00Z,נקבה,nm0958494,שחקן,http://www.wikidata.org/entity/Q12404027,אמונה צבי לשם,לונדון,
1971-07-01T00:00:00Z,נקבה,nm0142972,שחקן,http://www.wikidata.org/entity/Q271553,אמירה קאסאר,לונדון,
1969-09-11T00:00:00Z,זכר,nm0279368,שחקן,http://www.wikidata.org/entity/Q12404054,אמנון פישר,פתח תקווה,
1960-05-06T00:00:00Z,נקבה,nm0001594,שחקן,http://www.wikidata.org/entity/Q565692,אן פריו,פריז,
1979-08-01T00:00:00Z,נקבה,nm1622057,שחקן,http://www.wikidata.org/entity/Q12404087,אנה סטפן,סיביר,
1977-02-07T00:00:00Z,זכר,nm2270626,שחקן,http://www.wikidata.org/entity/Q6649409,אנחל בונני,אורוגוואי,
1982-01-01T00:00:00Z,זכר,nm3498879,שחקן,http://www.wikidata.org/entity/Q4775939,אנטון אוסטרובסקי-קלין,נובוצ'רקסק,
1982-06-07T00:00:00Z,נקבה,nm0119804,שחקן,http://www.wikidata.org/entity/Q529532,אניה בוקשטיין,מוסקבה,
1973-10-07T00:00:00Z,נקבה,nm1011262,שחקן,http://www.wikidata.org/entity/Q6591014,אנלי הרפז,רעננה,
1945-11-23T00:00:00Z,זכר,nm0206646,שחקן,http://www.wikidata.org/entity/Q609095,אסי דיין,נהלל,
1974-10-10T00:00:00Z,זכר,nm1093856,שחקן,http://www.wikidata.org/entity/Q4806234,אסי כהן,אשדוד,
1969-09-28T00:00:00Z,נקבה,nm0506339,שחקן,http://www.wikidata.org/entity/Q528914,אסי לוי,תל אביב-יפו,
1964-12-08T00:00:00Z,זכר,nm1095006,שחקן,http://www.wikidata.org/entity/Q6969063,אסף אשתר,חדרה,
1965-11-01T00:00:00Z,נקבה,nm0952297,שחקן,http://www.wikidata.org/entity/Q7066623,אסתי זקהיים,תל אביב-יפו,
1967-01-01T00:00:00Z,נקבה,nm0947685,שחקן,http://www.wikidata.org/entity/Q7015260,אסתי ירושלמי,טהראן,
1924-08-23T00:00:00Z,זכר,nm0457246,שחקן,http://www.wikidata.org/entity/Q167429,אפרים קישון,בודפשט,
1983-11-03T00:00:00Z,נקבה,nm2265235,שחקן,http://www.wikidata.org/entity/Q182083,אפרת גוש,הרצליה,
1967-04-27T00:00:00Z,זכר,nm0043259,שחקן,http://www.wikidata.org/entity/Q2906794,אקי אבני,רחובות,
1970-11-01T00:00:00Z,זכר,nm1121920,שחקן,http://www.wikidata.org/entity/Q6630388,ארז בן הרוש,ישראל,
1974-01-18T00:00:00Z,זכר,nm0846328,במאי קולנוע,http://www.wikidata.org/entity/Q7066522,ארז תדמור,הרצליה,
1956-01-01T00:00:00Z,זכר,nm0595783,במאי קולנוע,http://www.wikidata.org/entity/Q343893,אבי מוגרבי,תל אביב-יפו,
1953-12-13T00:00:00Z,זכר,nm0626409,במאי קולנוע,http://www.wikidata.org/entity/Q2741999,אבי נשר,רמת גן,
1946-10-01T00:00:00Z,זכר,nm0687774,שחקן,http://www.wikidata.org/entity/Q12403303,אבי פניני,תל אביב-יפו,
1982-06-12T00:00:00Z,זכר,nm1983341,שחקן,http://www.wikidata.org/entity/Q6909125,אביב אלוש,קריית ביאליק,
1951-04-01T00:00:00Z,נקבה,nm0313832,שחקן,http://www.wikidata.org/entity/Q19577319,אביבה גר,תל אביב-יפו,
1989-05-01T00:00:00Z,נקבה,nm2162007,שחקן,http://www.wikidata.org/entity/Q6592297,אביגיל הררי,תל אביב-יפו,
1938-06-01T00:00:00Z,זכר,nm0602230,שחקן,http://www.wikidata.org/entity/Q6798592,אבינעם מור-חיים,טורקיה,
1960-01-01T00:00:00Z,זכר,nm1747281,שחקן,http://www.wikidata.org/entity/Q7048227,אברהם אבוטבול,קריית אתא,
1935-05-07T00:00:00Z,זכר,nm0373595,במאי קולנוע,http://www.wikidata.org/entity/Q4829408,אברהם הפנר,חיפה,
1945-05-01T00:00:00Z,זכר,nm0147978,שחקן,http://www.wikidata.org/entity/Q12403393,אברהם סלקטר,בולגריה,
1974-06-16T00:00:00Z,זכר,nm1139133,שחקן,http://www.wikidata.org/entity/Q4682954,אדיר מילר,חולון,
1988-04-27T00:00:00Z,זכר,nm1511657,שחקן,http://www.wikidata.org/entity/Q6612106,אדם הירש,ירושלים,
1980-06-20T00:00:00Z,זכר,nm1201559,במאי קולנוע,http://www.wikidata.org/entity/Q6565520,אדם סנדרסון,תל אביב-יפו,
1976-04-16T00:00:00Z,זכר,nm3522076,במאי קולנוע,http://www.wikidata.org/entity/Q14639191,אהרון קשלס,יפו,
1959-12-10T00:00:00Z,זכר,nm1250535,במאי קולנוע,http://www.wikidata.org/entity/Q3547728,אודי אלוני,ישראל,
1925-06-20T00:00:00Z,זכר,nm0001559,שחקן,http://www.wikidata.org/entity/Q337185,אודי מרפי,מחוז האנט,
1976-09-28T00:00:00Z,זכר,nm0461324,שחקן,http://www.wikidata.org/entity/Q2539995,אוהד קנולר,ישראל,
1961-01-27T00:00:00Z,נקבה,nm1327064,שחקן,http://www.wikidata.org/entity/Q7031983,אוולין הגואל,קזבלנקה,
1971-01-01T00:00:00Z,נקבה,nm0135275,שחקן,http://www.wikidata.org/entity/Q4213108,אוולין קפלון,סנקט פטרבורג,
1979-11-14T00:00:00Z,נקבה,nm1385871,שחקן,http://www.wikidata.org/entity/Q164730,אולגה קורילנקו,ברדיאנסק,
1977-06-01T00:00:00Z,נקבה,nm4602586,שחקן,http://www.wikidata.org/entity/Q12403539,אולה שור-סלקטר,קישינב,
1986-10-30T00:00:00Z,זכר,nm3934424,שחקן,http://www.wikidata.org/entity/Q6640145,אור בן מלך,ישראל,
1949-10-01T00:00:00Z,זכר,nm0043303,שחקן,http://www.wikidata.org/entity/Q6926408,אורי אברהמי,חיפה,
1969-07-01T00:00:00Z,זכר,nm0051530,שחקן,http://www.wikidata.org/entity/Q6866592,אורי בנאי,ישראל,
1946-12-24T00:00:00Z,זכר,nm0053268,במאי קולנוע,http://www.wikidata.org/entity/Q2906838,אורי ברבש,תל אביב-יפו,
1955-04-03T00:00:00Z,זכר,nm0310622,שחקן,http://www.wikidata.org/entity/Q554606,אורי גבריאל,בני ברק,
1970-02-05T00:00:00Z,זכר,nm0387847,שחקן,http://www.wikidata.org/entity/Q6804880,אורי הוכמן,ישראל,
1935-11-04T00:00:00Z,זכר,nm0957612,שחקן,http://www.wikidata.org/entity/Q2891446,אורי זוהר,תל אביב-יפו,
1982-07-23T00:00:00Z,זכר,nm3716229,שחקן,http://www.wikidata.org/entity/Q12403604,אורי יניב,חיפה,
1970-06-03T00:00:00Z,זכר,nm0127897,שחקן,http://www.wikidata.org/entity/Q7900529,אורי כבירי,ירושלים,
1987-04-30T00:00:00Z,זכר,nm6436856,שחקן,http://www.wikidata.org/entity/Q27832396,אורי לייזרוביץ',ראשון לציון,
1964-07-30T00:00:00Z,זכר,nm0803348,במאי קולנוע,http://www.wikidata.org/entity/Q12403611,אורי סיון,סן פרנסיסקו,
1975-07-28T00:00:00Z,זכר,nm1035854,שחקן,http://www.wikidata.org/entity/Q6676878,אורי פפר,ירושלים,
1971-06-21T00:00:00Z,נקבה,nm0883266,שחקן,http://www.wikidata.org/entity/Q2904031,אורלי ויינרמן,תל אביב-יפו,
1957-12-11T00:00:00Z,נקבה,nm0797897,שחקן,http://www.wikidata.org/entity/Q528701,אורלי זילברשץ,ישראל,
1972-08-01T00:00:00Z,נקבה,nm0674146,שחקן,http://www.wikidata.org/entity/Q6976751,אורלי פרל,ישראל,
1971-01-01T00:00:00Z,זכר,nm0787079,שחקן,http://www.wikidata.org/entity/Q12403635,אורן שבו,באר שבע,
1966-11-25T00:00:00Z,נקבה,nm0051529,שחקן,http://www.wikidata.org/entity/Q7103501,אורנה בנאי,באר שבע,
1924-06-06T00:00:00Z,נקבה,nm0691645,שחקן קולנוע,http://www.wikidata.org/entity/Q1748562,אורנה פורת,קלן,
1968-07-01T00:00:00Z,נקבה,nm0686050,שחקן,http://www.wikidata.org/entity/Q6998393,אורנה פיטוסי,עכו,
1984-01-11T00:00:00Z,זכר,nm1025983,שחקן,http://www.wikidata.org/entity/Q1895602,אושרי כהן,לוד,
1979-10-27T00:00:00Z,נקבה,nm1149650,שחקן,http://www.wikidata.org/entity/Q6964843,איה קורן,תל אביב-יפו,
1964-09-09T00:00:00Z,זכר,nm0803346,במאי קולנוע,http://www.wikidata.org/entity/Q553092,אייל סיון,חיפה,
1964-03-10T00:00:00Z,זכר,nm0790841,שחקן,http://www.wikidata.org/entity/Q12403766,אייל שכטר,קריית ביאליק,
1969-06-28T00:00:00Z,נקבה,nm0957909,שחקן,http://www.wikidata.org/entity/Q275967,איילת זורר,תל אביב-יפו,
1975-10-01T00:00:00Z,נקבה,nm2991006,שחקן,http://www.wikidata.org/entity/Q12403770,איילת רובינסון,רמת גן,
1958-01-01T00:00:00Z,זכר,nm0355145,במאי קולנוע,http://www.wikidata.org/entity/Q1385643,איל חלפון,נתניה,
1960-02-18T00:00:00Z,נקבה,nm1010622,שחקן,http://www.wikidata.org/entity/Q12403796,אילנה אביטל,פריז,
1961-01-01T00:00:00Z,נקבה,nm0224532,שחקן,http://www.wikidata.org/entity/Q5998764,אילנה שושן,כפר סבא,
1973-03-20T00:00:00Z,נקבה,nm2278363,שחקן,http://www.wikidata.org/entity/Q6678745,אילנית בן-יעקב,באר שבע,
