date_of_birth,genderLabel,imdb_id,occupationLabel,person,person_name,place_of_birthLabel,Actors_directors (Title)
1968-06-01T00:00:00Z,זכר,nm0506566,שחקן,http://www.wikidata.org/entity/Q12409878,ניר לוי,תל אביב-יפו,
1982-11-30T00:00:00Z,נקבה,nm0846474,שחקן,http://www.wikidata.org/entity/Q6829702,נלי תגר,תל אביב-יפו,
1943-11-22T00:00:00Z,נקבה,nm0338470,שחקן,http://www.wikidata.org/entity/Q2777415,נעמי בלומנטל,ביצרון,
1976-01-31T00:00:00Z,נקבה,nm1441836,שחקן,http://www.wikidata.org/entity/Q6981011,נתי קלוגר,רמת גן,
1905-04-07T00:00:00Z,זכר,nm0043495,במאי קולנוע,http://www.wikidata.org/entity/Q2687017,נתן אקסלרוד,דוברובנה,
1946-10-01T00:00:00Z,זכר,nm2279344,שחקן,http://www.wikidata.org/entity/Q12409971,נתן זהבי,תל אביב-יפו,
1953-01-01T00:00:00Z,זכר,nm0169016,שחקן,http://www.wikidata.org/entity/Q3336704,נתן כוגן,באקו,
1955-09-01T00:00:00Z,זכר,nm0622298,שחקן,http://www.wikidata.org/entity/Q6650576,נתן נתנזון,רומניה,
1966-11-30T00:00:00Z,זכר,nm0712490,שחקן,http://www.wikidata.org/entity/Q7067704,נתן רביץ,אילת,
1977-03-01T00:00:00Z,זכר,nm2759746,שחקן קולנוע,http://www.wikidata.org/entity/Q2901028,סאלח בכרי,מדינה פלסטינית,
1977-03-01T00:00:00Z,זכר,nm2759746,שחקן קולנוע,http://www.wikidata.org/entity/Q2901028,סאלח בכרי,בענה,
1957-12-13T00:00:00Z,זכר,nm0000114,שחקן,http://www.wikidata.org/entity/Q104061,סטיב בושמי,ברוקלין,
1937-08-03T00:00:00Z,זכר,nm0000925,שחקן,http://www.wikidata.org/entity/Q529849,סטיבן ברקוף,סטפני,
1973-07-29T00:00:00Z,זכר,nm0001151,שחקן,http://www.wikidata.org/entity/Q334195,סטיבן דורף,אטלנטה,
1987-06-04T00:00:00Z,נקבה,nm3275688,שחקן,http://www.wikidata.org/entity/Q7532377,סיון לוי,רמת השרון,
1962-03-05T00:00:00Z,זכר,nm0008787,שחקן,http://www.wikidata.org/entity/Q1255329,סימון אבקריאן,גונס,
1975-01-01T00:00:00Z,זכר,nm2738713,שחקן,http://www.wikidata.org/entity/Q1658241,סכנדר קובטי,יפו,
1961-02-04T00:00:00Z,זכר,nm1822026,שחקן קולנוע,http://www.wikidata.org/entity/Q6942680,סלבה ביברגל,ריגה,
1932-07-20T00:00:00Z,זכר,nm0152258,שחקן,http://www.wikidata.org/entity/Q4507258,סלבה צ'פלין,וישני וולוצ'יוק,
1952-03-07T00:00:00Z,נקבה,nm0055474,שחקן,http://www.wikidata.org/entity/Q25490420,סמדר ברנר,חיפה,
1963-01-01T00:00:00Z,נקבה,nm0452965,שחקן,http://www.wikidata.org/entity/Q6951514,סמדר קילצ'ינסקי,ישראל,
1992-01-01T00:00:00Z,נקבה,nm7230835,שחקן,http://www.wikidata.org/entity/Q30337291,למיס עמאר,עכו,
1976-11-05T00:00:00Z,נקבה,nm1783055,שחקן,http://www.wikidata.org/entity/Q3216896,לנה אטינגר,לונדון,
1989-09-01T00:00:00Z,זכר,nm4802247,שחקן,http://www.wikidata.org/entity/Q6582739,מאור שוויצר,ירושלים,
1977-11-09T00:00:00Z,נקבה,nm1855801,שחקן,http://www.wikidata.org/entity/Q2078758,מאיה בוסקילה,נתניה,
1980-05-12T00:00:00Z,נקבה,nm0563038,שחקן,http://www.wikidata.org/entity/Q528088,מאיה מרון,תל אביב-יפו,
1985-11-15T00:00:00Z,נקבה,nm3949541,שחקן,http://www.wikidata.org/entity/Q17556244,מאיסה עבד אלהאדי,נצרת,
1955-11-01T00:00:00Z,זכר,nm0837658,שחקן,http://www.wikidata.org/entity/Q7047577,מאיר סויסה,קזבלנקה,
1968-09-06T00:00:00Z,זכר,nm0411980,שחקן,http://www.wikidata.org/entity/Q1033909,מארק איווניר,צ'רנוביץ,
1972-03-10T00:00:00Z,זכר,nm2409219,שחקן,http://www.wikidata.org/entity/Q96103,מארק וושק,Wattenscheid,
1962-09-20T00:00:00Z,זכר,nm0052745,שחקן,http://www.wikidata.org/entity/Q2153984,מודי בר-און,ישראל,
1953-11-27T00:00:00Z,זכר,nm0049235,במאי קולנוע,http://www.wikidata.org/entity/Q2721648,מוחמד בכרי,בענה,
1946-12-18T00:00:00Z,זכר,nm0317906,שחקן קולנוע,http://www.wikidata.org/entity/Q1641796,מוטי גלעדי,חיפה,
1972-02-19T00:00:00Z,זכר,nm0782030,במאי קולנוע,http://www.wikidata.org/entity/Q6786515,מולי שגב,תל אביב-יפו,
1951-08-18T00:00:00Z,זכר,nm0608701,שחקן,http://www.wikidata.org/entity/Q2908394,מוני מושונוב,רמלה,
1931-03-10T00:00:00Z,זכר,nm0017133,שחקן,http://www.wikidata.org/entity/Q2907217,מוסקו אלקלעי,בוקרשט,
1943-01-23T00:00:00Z,זכר,nm0126870,שחקן,http://www.wikidata.org/entity/Q549827,מוריס בנישו,תלמסאן,
1976-03-25T00:00:00Z,זכר,nm1502238,שחקן,http://www.wikidata.org/entity/Q12408973,מוריס כהן (שחקן),בת ים,
1981-04-09T00:00:00Z,נקבה,nm1785054,שחקן,http://www.wikidata.org/entity/Q1090947,מורן אטיאס,חיפה,
1985-09-14T00:00:00Z,נקבה,nm4278130,שחקן,http://www.wikidata.org/entity/Q6994464,מורן רוזנבלט,תל אביב-יפו,
1982-07-19T00:00:00Z,זכר,nm3218796,שחקן,http://www.wikidata.org/entity/Q3277828,מחמוד שלבי,עכו,
1975-10-01T00:00:00Z,נקבה,nm1760012,שחקן,http://www.wikidata.org/entity/Q7057608,מיה דגן,בני ברק,
1979-08-24T00:00:00Z,נקבה,nm0230525,שחקן,http://www.wikidata.org/entity/Q431393,מיטל דוהן,רעננה,
1982-01-01T00:00:00Z,נקבה,nm4092213,במאי קולנוע,http://www.wikidata.org/entity/Q28940374,מייסלון חמוד,בודפשט,
1945-07-01T00:00:00Z,זכר,nm0123391,שחקן קולנוע,http://www.wikidata.org/entity/Q2909642,מייק בורשטיין,ניו יורק,
1969-02-05T00:00:00Z,זכר,nm0790688,שחקן,http://www.wikidata.org/entity/Q298276,מייקל שין,ניופורט,
1984-01-30T00:00:00Z,זכר,nm2072214,שחקן,http://www.wikidata.org/entity/Q16131699,מיכאל אלוני,תל אביב-יפו,
1970-04-01T00:00:00Z,זכר,nm1249745,שחקן,http://www.wikidata.org/entity/Q7862462,מיכאל וייגל,רמת השרון,
1950-12-01T00:00:00Z,זכר,nm0466206,שחקן,http://www.wikidata.org/entity/Q12409093,מיכאל כורש,רומניה,
1986-03-03T00:00:00Z,זכר,nm0615688,שחקן,http://www.wikidata.org/entity/Q6832937,מיכאל מושונוב,תל אביב-יפו,
1927-01-27T00:00:00Z,זכר,nm0435768,במאי קולנוע,http://www.wikidata.org/entity/Q4209373,מיכאל קאליק,ארכנגלסק,
1962-03-01T00:00:00Z,נקבה,nm0260582,שחקן,http://www.wikidata.org/entity/Q6681857,מיכאלה עשת,חדרה,
1962-04-01T00:00:00Z,זכר,nm0605471,שחקן,http://www.wikidata.org/entity/Q6976922,מיכה אוזין סליאן,פתח תקווה,
1955-01-01T00:00:00Z,נקבה,nm0043109,במאי קולנוע,http://www.wikidata.org/entity/Q6835707,מיכל אביעד,ירושלים,
1975-01-01T00:00:00Z,נקבה,nm1147629,שחקן,http://www.wikidata.org/entity/Q6835706,מיכל אמדורסקי,תל אביב-יפו,
1945-03-02T00:00:00Z,נקבה,nm0060634,שחקן,http://www.wikidata.org/entity/Q6988917,מיכל בת-אדם,עפולה,
1980-06-01T00:00:00Z,נקבה,nm2275996,שחקן,http://www.wikidata.org/entity/Q6845386,מיכל גבריאלוב,חולון,
1976-03-12T00:00:00Z,נקבה,nm3269656,במאי קולנוע,http://www.wikidata.org/entity/Q24950627,מיכל ויניק,חיפה,
1968-04-30T00:00:00Z,נקבה,nm0957615,שחקן,http://www.wikidata.org/entity/Q6800540,מיכל זוארץ,ישראל,
1972-06-18T00:00:00Z,נקבה,nm0946170,שחקן,http://www.wikidata.org/entity/Q6835849,מיכל ינאי,רמת גן,
1978-11-01T00:00:00Z,נקבה,nm2228509,שחקן,http://www.wikidata.org/entity/Q6811413,מיכל שטמלר,חולון,
1972-03-30T00:00:00Z,נקבה,nm0000815,במאי קולנוע,http://www.wikidata.org/entity/Q235146,מילי אביטל,ירושלים,
1973-09-20T00:00:00Z,זכר,nm1573064,שחקן,http://www.wikidata.org/entity/Q6935884,מיקי לאון,בת ים,
1955-06-17T00:00:00Z,נקבה,nm0436345,שחקן,http://www.wikidata.org/entity/Q7062270,מיקי קם,מנרה,
1975-06-11T00:00:00Z,נקבה,nm0043384,שחקן,http://www.wikidata.org/entity/Q236056,מירה עווד,כרמיאל,
1978-05-03T00:00:00Z,נקבה,nm2336721,שחקן קולנוע,http://www.wikidata.org/entity/Q441232,מירי מסיקה,הרצליה,
1945-05-30T00:00:00Z,זכר,nm0403374,במאי קולנוע,http://www.wikidata.org/entity/Q284051,מכרם ח'ורי,ירושלים,
1957-08-09T00:00:00Z,נקבה,nm0000429,שחקן,http://www.wikidata.org/entity/Q176455,מלאני גריפית',ניו יורק,
1971-12-01T00:00:00Z,נקבה,nm1169990,שחקן,http://www.wikidata.org/entity/Q96503,מלאני פרס,ברלין,
1980-05-23T00:00:00Z,נקבה,nm1363885,שחקן,http://www.wikidata.org/entity/Q4961881,מלי לוי,ירושלים,
1929-05-31T00:00:00Z,זכר,nm0324875,במאי קולנוע,http://www.wikidata.org/entity/Q542003,מנחם גולן,טבריה,
1980-01-29T00:00:00Z,נקבה,nm0052757,שחקן,http://www.wikidata.org/entity/Q2910861,יעל בר זוהר,תל אביב-יפו,
1984-05-31T00:00:00Z,נקבה,nm4141803,שחקן,http://www.wikidata.org/entity/Q8046623,יעל גרובגלס,פריז,
1968-02-06T00:00:00Z,נקבה,nm0352619,שחקן,http://www.wikidata.org/entity/Q6818695,יעל הדר,רמת גן,
1976-01-01T00:00:00Z,נקבה,nm2478131,במאי קולנוע,http://www.wikidata.org/entity/Q6637991,יעל חרסונסקי,ישראל,
1983-05-26T00:00:00Z,נקבה,nm3729671,שחקן,http://www.wikidata.org/entity/Q13577162,יעל טל,תל אביב-יפו,
1979-11-26T00:00:00Z,נקבה,nm5070566,במאי קולנוע,http://www.wikidata.org/entity/Q21663091,יעל קיים,תל אביב-יפו,
1931-03-28T00:00:00Z,זכר,nm0091046,שחקן קולנוע,http://www.wikidata.org/entity/Q8046288,יעקב בודו,שטפנשט,
1919-01-01T00:00:00Z,זכר,nm0051531,שחקן,http://www.wikidata.org/entity/Q6700084,יעקב בנאי,ירושלים,
1950-09-11T00:00:00Z,זכר,nm0326397,במאי קולנוע,http://www.wikidata.org/entity/Q6883638,יעקב גולדווסר,תל אביב-יפו,
1958-09-01T00:00:00Z,זכר,nm0169828,שחקן,http://www.wikidata.org/entity/Q6967241,יעקב כהן (שחקן),מרוקו,
1988-08-28T00:00:00Z,נקבה,nm3529761,שחקן,http://www.wikidata.org/entity/Q12408218,יערה פלציג,ירושלים,
1972-01-01T00:00:00Z,זכר,nm1441832,שחקן,http://www.wikidata.org/entity/Q6975088,יפתח קליין,תל אביב-יפו,
1958-07-17T00:00:00Z,זכר,nm0441955,שחקן,http://www.wikidata.org/entity/Q390091,יפתח קצור,ישראל,
1968-02-08T00:00:00Z,זכר,nm0789343,שחקן,http://www.wikidata.org/entity/Q15676192,יצחק שארי,פאס,
1951-04-17T00:00:00Z,זכר,nm0948859,במאי קולנוע,http://www.wikidata.org/entity/Q8047277,יקי יושע,תל אביב-יפו,
1970-03-09T00:00:00Z,נקבה,nm0052736,שחקן,http://www.wikidata.org/entity/Q12408304,ירדן בר-כוכבא,תל אביב-יפו,
1940-08-24T00:00:00Z,זכר,nm0518798,שחקן,http://www.wikidata.org/entity/Q5870601,ירון לונדון,תל אביב-יפו,
1973-01-01T00:00:00Z,זכר,nm1760871,במאי קולנוע,http://www.wikidata.org/entity/Q1691458,ירון שני,תל אביב-יפו,
1973-11-22T00:00:00Z,זכר,nm0324872,שחקן,http://www.wikidata.org/entity/Q6995835,ישי גולן,רמת גן,
1957-04-04T00:00:00Z,זכר,nm0198810,שחקן,http://www.wikidata.org/entity/Q4157473,ישראל דמידוב,טשקנט,
1941-07-07T00:00:00Z,זכר,nm0689082,שחקן,http://www.wikidata.org/entity/Q8053866,ישראל פוליאקוב,ירושלים,
1968-04-10T00:00:00Z,זכר,nm1670249,שחקן קולנוע,http://www.wikidata.org/entity/Q1674610,ישראל קטורזה,נאנטר,
1921-07-29T00:00:00Z,זכר,nm0003408,במאי קולנוע,http://www.wikidata.org/entity/Q170256,כריס מרקר,ניי-סיר-סן,
1956-04-08T00:00:00Z,נקבה,nm0092381,שחקן,http://www.wikidata.org/entity/Q431146,כריסטין בויסון,סלון דה פרובאנס,
1963-09-30T00:00:00Z,נקבה,nm0551290,שחקן,http://www.wikidata.org/entity/Q3002890,כריסטינה מרסיליאק,מדריד,
1945-09-15T00:00:00Z,נקבה,nm0560962,שחקן,http://www.wikidata.org/entity/Q234807,כרמן מאורה,מדריד,
1978-05-24T00:00:00Z,זכר,nm1515156,שחקן,http://www.wikidata.org/entity/Q2894488,לאון פרודובסקי,סנקט פטרבורג,
1954-01-22T00:00:00Z,זכר,nm0946473,שחקן,http://www.wikidata.org/entity/Q4538670,לאוניד ירמולניק,"Pogranichny, Primorsky Krai",
1954-01-22T00:00:00Z,זכר,nm0946473,שחקן,http://www.wikidata.org/entity/Q4538670,לאוניד ירמולניק,Grodekovo railway station,
1964-10-22T00:00:00Z,זכר,nm0008506,שחקן,http://www.wikidata.org/entity/Q1341507,לאונל אובלנסקי,פריז,
1947-09-21T00:00:00Z,נקבה,nm0277916,שחקן,http://www.wikidata.org/entity/Q671640,לבנה פינקלשטיין,סופיה,
1985-01-14T00:00:00Z,זכר,nm2991045,שחקן,http://www.wikidata.org/entity/Q3257588,לואי נופי,נצרת,
1973-01-01T00:00:00Z,נקבה,nm0044073,שחקן,http://www.wikidata.org/entity/Q462256,לובנה אזאבל,בריסל,
1945-12-30T00:00:00Z,זכר,nm0442207,שחקן,http://www.wikidata.org/entity/Q183347,לויד קאופמן,ניו יורק,
1982-12-17T00:00:00Z,נקבה,nm0239315,שחקן,http://www.wikidata.org/entity/Q528121,לוסי דובינצ'יק,מוסקבה,
1928-10-01T00:00:00Z,זכר,nm0002131,שחקן,http://www.wikidata.org/entity/Q374045,לורנס הארווי,ינישוק,
1990-01-01T00:00:00Z,נקבה,nm3128226,שחקן,http://www.wikidata.org/entity/Q47147417,לטיסיה איידו,Monts du Forez,
1929-11-30T00:00:00Z,נקבה,nm0447775,שחקן קולנוע,http://www.wikidata.org/entity/Q2778259,ליא קניג,לודז',
1968-12-28T00:00:00Z,זכר,nm0038988,שחקן קולנוע,http://www.wikidata.org/entity/Q1827328,ליאור אשכנזי,רמת גן,
1972-02-13T00:00:00Z,זכר,nm0588829,שחקן,http://www.wikidata.org/entity/Q4678393,ליאור מילר,הרצליה,
1971-11-24T00:00:00Z,זכר,nm2443797,שחקן,http://www.wikidata.org/entity/Q6801618,ליאור רז,ירושלים,
1970-11-01T00:00:00Z,נקבה,nm1728393,שחקן,http://www.wikidata.org/entity/Q18120274,ליאת אקטע,אילת,
1992-11-24T00:00:00Z,נקבה,nm6779063,שחקן,http://www.wikidata.org/entity/Q18203500,ליהי קורנובסקי,תל אביב-יפו,
1992-11-24T00:00:00Z,נקבה,nm6779063,שחקן,http://www.wikidata.org/entity/Q18203500,ליהי קורנובסקי,כפר סבא,
1935-08-22T00:00:00Z,נקבה,nm0619152,שחקן,http://www.wikidata.org/entity/Q12408691,לילית נגר,תל אביב-יפו,
1967-12-01T00:00:00Z,נקבה,nm0326264,שחקן,http://www.wikidata.org/entity/Q7048649,לימור גולדשטיין,תל אביב-יפו,
1980-03-01T00:00:00Z,נקבה,nm1403742,שחקן,http://www.wikidata.org/entity/Q6746127,לירון וייסמן,עפולה,
1972-01-22T00:00:00Z,זכר,nm0506270,שחקן,http://www.wikidata.org/entity/Q6984265,לירון לבו,תמרת,
1957-09-28T00:00:00Z,נקבה,nm0632555,שחקן קולנוע,http://www.wikidata.org/entity/Q25492322,לירון נירגד,ישראל,
1978-05-31T00:00:00Z,נקבה,nm1410326,שחקן,http://www.wikidata.org/entity/Q7047702,לירז צ'רכי,רמלה,
1976-03-21T00:00:00Z,זכר,nm1328075,שחקן,http://www.wikidata.org/entity/Q6790917,חנן סביון,ירושלים,
1944-08-20T00:00:00Z,זכר,nm2761321,שחקן,http://www.wikidata.org/entity/Q3515717,טארק קופטי,נצרת,
1952-12-27T00:00:00Z,נקבה,nm0271165,שחקן קולנוע,http://www.wikidata.org/entity/Q443842,טובה פלדשו,ניו יורק,
1945-12-31T00:00:00Z,זכר,nm0879250,שחקן,http://www.wikidata.org/entity/Q7857144,טוביה צפיר,תל אביב-יפו,
1956-07-09T00:00:00Z,זכר,nm0000158,שחקן,http://www.wikidata.org/entity/Q2263,טום הנקס,קונקורד,
1936-02-01T00:00:00Z,זכר,nm0476004,במאי קולנוע,http://www.wikidata.org/entity/Q366685,טונגצ’ל קורטיז,בילג'יק,
1983-01-29T00:00:00Z,נקבה,nm4054355,שחקן,http://www.wikidata.org/entity/Q6710680,טל טלמון,רמת השרון,
1963-12-20T00:00:00Z,זכר,nm0295383,שחקן,http://www.wikidata.org/entity/Q7678703,טל פרידמן,קריית אתא,
1969-01-01T00:00:00Z,נקבה,nm0791442,במאי קולנוע,http://www.wikidata.org/entity/Q6603669,טלי שמש,ירושלים,
1979-02-13T00:00:00Z,נקבה,nm1632883,שחקן,http://www.wikidata.org/entity/Q3514497,טלי שרון,הוד השרון,
1978-04-27T00:00:00Z,נקבה,nm1731479,במאי קולנוע,http://www.wikidata.org/entity/Q18001820,טליה לביא,פתח תקווה,
1963-11-05T00:00:00Z,זכר,nm0487503,שחקן,http://www.wikidata.org/entity/Q1396120,יאיר לפיד,תל אביב-יפו,
